Date,Shift,"Worker ID"
2021-02-27,"Day Shift",348
2021-02-27,"Day Shift",342
2021-02-27,"Day Shift",585
2021-02-27,"Day Shift",335
2021-02-27,"Day Shift",333
2021-02-27,"Day Shift",358
2021-02-27,"Day Shift",334
2021-02-27,"Day Shift",338
2021-02-27,"Day Shift",337
2021-02-27,"Day Shift",344
2021-02-27,"Day Shift",346
2021-02-27,"Day Shift",341
2021-02-27,"Day Shift",498
2021-02-27,"Day Shift",518
2021-02-27,"Day Shift",345
2021-02-27,"Day Shift",347
2021-02-27,"Day Shift",565
2021-02-27,"Day Shift",477
2021-02-27,"Day Shift",505
2021-02-27,"Day Shift",527
2021-02-27,"Day Shift",461
2021-02-27,"Day Shift",725
2021-02-27,"Day Shift",479
2021-02-27,"Day Shift",395
2021-02-27,"Day Shift",519
2021-02-27,"Day Shift",460
2021-02-27,"Day Shift",391
2021-02-27,"Day Shift",349
2021-02-27,"Day Shift",353
2021-02-27,"Day Shift",352
2021-02-27,"Day Shift",500
2021-02-27,"Day Shift",427
2021-02-27,"Day Shift",594
2021-02-27,"Day Shift",537
2021-02-27,"Day Shift",330
2021-02-27,"Day Shift",329
2021-02-27,"Day Shift",340
2021-02-27,"Day Shift",399
2021-02-27,"Day Shift",284
2021-02-27,"Day Shift",284
2021-02-27,"Day Shift",284
2021-02-27,"Day Shift",284
2021-02-27,"Day Shift",378
2021-02-27,"Day Shift",369
2021-02-27,"Day Shift",608
2021-02-27,"Day Heavy Shift",469
2021-02-27,"Day Heavy Shift",474
2021-02-27,"Day Heavy Shift",515
2021-02-27,"Day Heavy Shift",468
2021-02-27,"Day Heavy Shift",520
2021-02-27,"Day Heavy Shift",473
2021-02-27,"Day Heavy Shift",488
2021-02-27,"Day Heavy Shift",401
2021-02-27,"Day Shift",541
2021-02-27,"Day Heavy Shift",839
2021-02-27,"Day Heavy Shift",837
2021-02-27,"Day Heavy Shift",811
2021-02-27,"Day Heavy Shift",445
2021-02-27,"Day Heavy Shift",842
2021-02-27,"Day Heavy Shift",840
2021-02-27,"Day Heavy Shift",843
2021-02-27,"Day Heavy Shift",761
2021-02-27,"Day Heavy Shift",559
2021-02-27,"Day Shift",575
2021-02-27,"Night Heavy Shift",560
2021-02-27,"Night Heavy Shift",410
2021-02-27,"Night Heavy Shift",723
2021-02-27,"Night Heavy Shift",299
2021-02-27,"Night Shift",405
2021-02-27,"Night Heavy Shift",402
2021-02-27,"Night Heavy Shift",429
2021-02-27,"Night Heavy Shift",491
2021-02-27,"Night Heavy Shift",433
2021-02-27,"Night Heavy Shift",420
2021-02-27,"Night Heavy Shift",524
2021-02-27,"Night Heavy Shift",423
2021-02-27,"Night Heavy Shift",424
2021-02-27,"Night Heavy Shift",577
2021-02-27,"Night Heavy Shift",579
2021-02-27,"Night Heavy Shift",432
2021-02-27,"Night Heavy Shift",418
2021-02-27,"Night Heavy Shift",417
2021-02-27,"Night Heavy Shift",421
2021-02-27,"Night Heavy Shift",422
2021-02-27,"Night Heavy Shift",526
2021-02-27,"Night Heavy Shift",462
2021-02-27,"Night Heavy Shift",426
2021-02-27,"Night Heavy Shift",425
2021-02-27,"Night Heavy Shift",386
2021-02-27,"Night Heavy Shift",385
2021-02-27,"Night Heavy Shift",431
2021-02-27,"Night Heavy Shift",430
2021-02-27,"Night Heavy Shift",428
2021-02-27,"Night Heavy Shift",397
2021-02-27,"Night Heavy Shift",510
2021-02-27,"Night Heavy Shift",523
2021-02-27,"Night Heavy Shift",528
2021-02-27,"Night Heavy Shift",463
2021-02-27,"Night Heavy Shift",521
2021-02-27,"Night Heavy Shift",395
2021-02-27,"Night Heavy Shift",315
2021-02-28,"Day Shift",516
2021-02-28,"Day Shift",506
2021-02-28,"Day Shift",301
2021-02-28,"Day Shift",474
2021-02-28,"Day Shift",473
2021-02-28,"Day Shift",517
2021-02-28,"Day Shift",466
2021-02-28,"Day Heavy Shift",507
2021-02-28,"Day Shift",573
2021-02-28,"Day Shift",436
2021-02-28,"Day Shift",520
2021-02-28,"Day Shift",515
2021-02-28,"Day Shift",539
2021-02-28,"Day Heavy Shift",488
2021-02-28,"Day Shift",554
2021-02-28,"Day Shift",538
2021-02-28,"Day Shift",495
2021-02-28,"Day Shift",475
2021-02-28,"Day Shift",546
2021-02-28,"Day Shift",550
2021-02-28,"Day Shift",460
2021-02-28,"Day Shift",542
2021-02-28,"Day Shift",555
2021-02-28,"Day Shift",541
2021-02-28,"Day Shift",502
2021-02-28,"Day Shift",505
2021-02-28,"Day Shift",512
2021-02-28,"Day Shift",471
2021-02-28,"Day Shift",500
2021-02-28,"Day Shift",470
2021-02-28,"Day Shift",537
2021-02-28,"Day Shift",549
2021-02-28,"Day Heavy Shift",499
2021-02-28,"Night Heavy Shift",523
2021-02-28,"Night Heavy Shift",521
2021-02-28,"Night Heavy Shift",528
2021-02-28,"Night Heavy Shift",509
2021-03-01,"Day Shift",519
2021-03-01,"Day Shift",497
2021-03-01,"Day Shift",465
2021-03-01,"Day Shift",345
2021-03-01,"Day Shift",585
2021-03-01,"Day Shift",341
2021-03-01,"Day Shift",381
2021-03-01,"Day Shift",502
2021-03-01,"Day Shift",518
2021-03-01,"Day Shift",527
2021-03-01,"Day Heavy Shift",511
2021-03-01,"Day Heavy Shift",474
2021-03-01,"Day Heavy Shift",469
2021-03-01,"Day Shift",512
2021-03-01,"Day Shift",505
2021-03-01,"Day Heavy Shift",520
2021-03-01,"Day Shift",460
2021-03-01,"Day Shift",479
2021-03-01,"Day Heavy Shift",515
2021-03-01,"Day Heavy Shift",468
2021-03-01,"Day Heavy Shift",473
2021-03-01,"Day Shift",348
2021-03-01,"Day Shift",343
2021-03-01,"Day Shift",356
2021-03-01,"Day Shift",346
2021-03-01,"Day Shift",358
2021-03-01,"Day Shift",359
2021-03-01,"Day Shift",539
2021-03-01,"Day Heavy Shift",488
2021-03-01,"Day Heavy Shift",545
2021-03-01,"Day Shift",330
2021-03-01,"Day Heavy Shift",552
2021-03-01,"Day Heavy Shift",749
2021-03-01,"Day Heavy Shift",790
2021-03-01,"Day Heavy Shift",751
2021-03-01,"Day Heavy Shift",796
2021-03-01,"Day Heavy Shift",746
2021-03-01,"Day Heavy Shift",788
2021-03-01,"Day Heavy Shift",742
2021-03-01,"Day Heavy Shift",743
2021-03-01,"Day Heavy Shift",798
2021-03-01,"Day Heavy Shift",834
2021-03-01,"Day Heavy Shift",811
2021-03-01,"Day Heavy Shift",727
2021-03-01,"Day Heavy Shift",843
2021-03-01,"Day Heavy Shift",801
2021-03-01,"Day Heavy Shift",753
2021-03-01,"Day Heavy Shift",857
2021-03-01,"Day Heavy Shift",842
2021-03-01,"Day Heavy Shift",829
2021-03-01,"Day Heavy Shift",755
2021-03-01,"Day Heavy Shift",794
2021-03-01,"Day Heavy Shift",791
2021-03-01,"Day Heavy Shift",774
2021-03-01,"Day Heavy Shift",750
2021-03-01,"Day Heavy Shift",858
2021-03-01,"Day Shift",491
2021-03-01,"Day Heavy Shift",795
2021-03-01,"Day Heavy Shift",837
2021-03-01,"Day Heavy Shift",839
2021-03-01,"Day Heavy Shift",840
2021-03-01,"Day Heavy Shift",828
2021-03-01,"Day Heavy Shift",487
2021-03-01,"Day Heavy Shift",844
2021-03-01,"Day Heavy Shift",394
2021-03-01,"Day Heavy Shift",768
2021-03-01,"Day Heavy Shift",682
2021-03-01,"Day Heavy Shift",685
2021-03-01,"Day Heavy Shift",578
2021-03-01,"Day Heavy Shift",554
2021-03-01,"Day Heavy Shift",398
2021-03-01,"Day Shift",480
2021-03-01,"Day Shift",492
2021-03-01,"Day Heavy Shift",388
2021-03-01,"Day Shift",482
2021-03-01,"Day Heavy Shift",390
2021-03-01,"Day Shift",484
2021-03-01,"Day Shift",537
2021-03-01,"Day Shift",489
2021-03-01,"Day Shift",490
2021-03-01,"Day Shift",485
2021-03-01,"Day Shift",553
2021-03-01,"Day Shift",546
2021-03-01,"Day Shift",455
2021-03-01,"Day Shift",481
2021-03-01,"Day Shift",536
2021-03-01,"Day Shift",533
2021-03-01,"Day Shift",534
2021-03-01,"Day Shift",531
2021-03-01,"Day Heavy Shift",448
2021-03-01,"Day Shift",439
2021-03-01,"Day Shift",571
2021-03-01,"Day Heavy Shift",551
2021-03-01,"Day Shift",400
2021-03-01,"Day Heavy Shift",405
2021-03-01,"Day Heavy Shift",401
2021-03-01,"Day Shift",495
2021-03-01,"Day Shift",530
2021-03-01,"Day Heavy Shift",447
2021-03-01,"Day Heavy Shift",606
2021-03-01,"Day Heavy Shift",717
2021-03-01,"Day Heavy Shift",445
2021-03-01,"Day Heavy Shift",595
2021-03-01,"Day Heavy Shift",595
2021-03-01,"Day Heavy Shift",557
2021-03-01,"Day Heavy Shift",600
2021-03-01,"Day Heavy Shift",600
2021-03-01,"Day Heavy Shift",604
2021-03-01,"Day Heavy Shift",604
2021-03-01,"Day Heavy Shift",603
2021-03-01,"Day Heavy Shift",598
2021-03-01,"Day Heavy Shift",598
2021-03-01,"Day Shift",393
2021-03-01,"Day Shift",543
2021-03-01,"Day Shift",542
2021-03-01,"Day Heavy Shift",396
2021-03-01,"Day Shift",549
2021-03-01,"Day Shift",555
2021-03-01,"Day Heavy Shift",738
2021-03-01,"Day Heavy Shift",786
2021-03-01,"Day Heavy Shift",735
2021-03-01,"Day Heavy Shift",813
2021-03-01,"Day Heavy Shift",776
2021-03-01,"Day Heavy Shift",745
2021-03-01,"Day Heavy Shift",730
2021-03-01,"Day Shift",477
2021-03-01,"Day Heavy Shift",785
2021-03-01,"Day Heavy Shift",856
2021-03-01,"Day Heavy Shift",859
2021-03-01,"Day Heavy Shift",779
2021-03-01,"Day Heavy Shift",733
2021-03-01,"Day Heavy Shift",732
2021-03-01,"Day Heavy Shift",775
2021-03-01,"Day Heavy Shift",729
2021-03-01,"Day Heavy Shift",737
2021-03-01,"Day Heavy Shift",767
2021-03-01,"Day Shift",772
2021-03-01,"Day Heavy Shift",769
2021-03-01,"Day Heavy Shift",784
2021-03-01,"Day Heavy Shift",778
2021-03-01,"Day Shift",550
2021-03-01,"Day Heavy Shift",459
2021-03-01,"Day Heavy Shift",459
2021-03-01,"Day Heavy Shift",459
2021-03-01,"Day Heavy Shift",869
2021-03-01,"Day Heavy Shift",285
2021-03-01,"Day Heavy Shift",285
2021-03-01,"Day Heavy Shift",285
2021-03-01,"Day Heavy Shift",284
2021-03-01,"Day Heavy Shift",284
2021-03-01,"Day Heavy Shift",284
2021-03-01,"Day Heavy Shift",284
2021-03-01,"Day Heavy Shift",866
2021-03-01,"Day Heavy Shift",726
2021-03-01,"Day Heavy Shift",734
2021-03-01,"Day Shift",556
2021-03-01,"Day Shift",601
