"Shift ID","Worker ID",business_id,Date,start,end,Duration
4518,345,46,2021-02-26,13:45:32,22:18:38,9
4519,347,46,2021-02-26,13:45:44,22:16:07,9
4520,565,46,2021-02-26,13:46:02,22:16:00,9
4521,337,46,2021-02-26,13:47:02,22:17:59,9
4522,350,46,2021-02-26,13:47:46,22:15:41,9
4523,343,46,2021-02-26,13:47:54,22:18:50,9
4524,358,46,2021-02-26,13:48:03,22:18:42,9
4525,346,46,2021-02-26,13:48:18,22:18:46,9
4526,477,47,2021-02-26,13:48:50,22:03:19,9
4527,585,46,2021-02-26,13:49:04,22:18:34,9
4528,566,46,2021-02-26,13:49:13,22:17:25,9
4529,344,46,2021-02-26,13:49:22,22:17:17,9
4530,461,47,2021-02-26,13:51:04,22:00:36,9
4531,348,46,2021-02-26,13:51:18,22:18:53,9
4532,338,46,2021-02-26,13:51:26,22:17:31,9
4533,341,46,2021-02-26,13:51:44,22:15:35,9
4534,518,47,2021-02-26,13:52:02,22:00:11,9
4535,519,47,2021-02-26,13:52:59,22:00:50,9
4536,460,47,2021-02-26,13:54:14,22:06:48,9
4537,502,47,2021-02-26,13:54:18,22:00:19,9
4538,512,47,2021-02-26,13:54:23,22:00:33,9
4539,427,46,2021-02-26,13:54:23,22:24:57,9
4540,395,46,2021-02-26,13:54:32,22:17:03,9
4541,353,46,2021-02-26,13:55:26,22:16:51,9
4542,391,46,2021-02-26,13:55:34,22:16:38,9
4543,356,46,2021-02-26,13:56:30,22:18:59,9
4544,725,38,2021-02-26,13:56:39,22:03:52,9
4545,169,38,2021-02-26,13:56:51,22:00:00,9
4546,352,46,2021-02-26,13:58:27,22:17:08,9
4547,594,38,2021-02-26,13:58:40,22:03:38,9
4548,537,47,2021-02-26,14:00:35,22:00:04,8
4549,340,46,2021-02-26,14:08:48,22:00:00,8
4550,399,46,2021-02-26,14:09:02,21:16:20,7
4551,330,41,2021-02-26,14:11:43,22:10:48,8
4552,329,41,2021-02-26,14:11:53,22:15:08,8
4553,469,47,2021-02-26,17:18:06,06:00:00,11
4554,474,47,2021-02-26,17:47:59,06:10:41,11
4555,473,47,2021-02-26,17:50:26,06:12:22,11
4556,515,47,2021-02-26,17:52:10,06:05:19,11
4557,520,47,2021-02-26,17:56:18,06:05:23,11
4558,468,47,2021-02-26,17:59:08,06:10:35,11
4559,488,47,2021-02-26,18:44:00,07:13:13,11
4560,810,50,2021-02-26,19:53:13,08:00:00,11
4561,843,50,2021-02-26,19:55:12,08:00:55,11
4562,839,50,2021-02-26,19:57:40,08:01:32,11
4563,837,50,2021-02-26,19:59:22,08:01:06,11
4564,761,50,2021-02-26,20:01:12,08:00:00,12
4565,765,50,2021-02-26,20:04:41,08:00:00,12
4566,759,50,2021-02-26,20:04:53,08:00:00,12
4567,575,42,2021-02-26,20:06:06,05:00:00,15
4568,723,42,2021-02-26,20:07:52,04:53:51,16
4569,410,42,2021-02-26,20:08:15,05:20:07,15
4570,560,42,2021-02-26,20:09:42,05:18:58,15
4571,299,42,2021-02-26,20:12:38,05:19:10,15
4572,683,38,2021-02-26,20:32:01,08:36:17,12
4573,687,38,2021-02-26,20:32:23,08:30:00,12
4574,684,38,2021-02-26,20:33:42,08:39:06,12
4575,598,46,2021-02-26,21:02:51,08:50:32,13
4575,598,46,2021-02-26,21:02:51,08:50:32,13
4576,170,38,2021-02-26,21:14:40,06:04:59,15
4577,602,38,2021-02-26,21:14:54,06:05:17,15
4578,581,38,2021-02-26,21:15:15,06:00:00,15
4579,433,46,2021-02-26,21:29:10,06:24:43,15
4580,491,47,2021-02-26,21:31:09,05:54:47,16
4581,524,47,2021-02-26,21:31:49,05:55:14,16
4582,419,46,2021-02-26,21:36:56,06:22:04,15
4583,563,46,2021-02-26,21:37:00,06:23:13,15
4584,424,46,2021-02-26,21:37:25,06:25:06,15
4585,415,46,2021-02-26,21:41:00,06:23:50,15
4586,418,46,2021-02-26,21:41:06,06:29:20,15
4587,416,46,2021-02-26,21:41:13,06:23:18,15
4588,417,46,2021-02-26,21:41:15,06:28:53,15
4589,423,46,2021-02-26,21:42:43,06:21:56,15
4590,593,38,2021-02-26,21:42:52,06:00:00,15
4591,577,46,2021-02-26,21:43:20,06:28:29,15
4592,432,46,2021-02-26,21:43:23,06:22:12,15
4593,421,46,2021-02-26,21:43:27,06:25:23,15
4594,564,46,2021-02-26,21:43:42,06:24:08,15
4595,579,46,2021-02-26,21:43:48,06:22:46,15
4596,422,46,2021-02-26,21:45:10,06:24:17,15
4597,420,46,2021-02-26,21:45:22,06:31:02,15
4598,586,46,2021-02-26,21:46:52,06:27:03,15
4599,385,46,2021-02-26,21:46:55,06:27:24,15
4600,526,47,2021-02-26,21:47:36,05:54:09,16
4601,425,46,2021-02-26,21:48:29,06:24:01,15
4602,426,46,2021-02-26,21:48:46,06:23:07,15
4603,462,47,2021-02-26,21:49:12,06:10:17,15
4604,386,46,2021-02-26,21:49:49,06:45:04,15
4605,428,46,2021-02-26,21:52:23,06:22:08,15
4606,582,38,2021-02-26,21:52:32,06:00:00,15
4607,431,46,2021-02-26,21:52:42,06:24:34,15
4608,587,38,2021-02-26,21:52:42,06:00:00,15
4609,580,38,2021-02-26,21:53:00,06:00:00,15
4610,430,46,2021-02-26,21:54:19,06:31:07,15
4611,463,47,2021-02-26,21:55:14,06:10:29,15
4612,528,47,2021-02-26,21:55:34,06:00:28,15
4613,510,47,2021-02-26,21:56:28,06:00:24,15
4614,523,47,2021-02-26,21:58:43,05:54:44,16
4615,521,47,2021-02-26,22:05:09,05:58:37,17
4616,412,46,2021-02-26,22:15:52,06:43:42,16
4617,436,42,2021-02-27,05:18:21,08:00:00,3
4618,301,42,2021-02-27,05:20:54,08:00:00,3
4619,497,47,2021-02-27,05:39:35,13:57:41,8
4620,379,46,2021-02-27,05:41:05,14:18:02,9
4621,584,46,2021-02-27,05:41:20,14:16:19,9
4622,475,47,2021-02-27,05:43:34,18:04:47,13
4623,539,47,2021-02-27,05:45:56,13:58:04,8
4624,381,46,2021-02-27,05:47:04,14:16:37,9
4625,434,46,2021-02-27,05:49:16,14:47:38,9
4626,382,46,2021-02-27,05:49:21,14:15:19,9
4627,372,46,2021-02-27,05:49:33,14:17:53,9
4628,376,46,2021-02-27,05:49:41,14:15:41,9
4629,360,46,2021-02-27,05:49:49,14:14:17,9
4630,506,47,2021-02-27,05:50:25,13:58:19,8
4631,371,46,2021-02-27,05:50:52,14:18:25,9
4632,516,47,2021-02-27,05:52:12,13:58:23,8
4633,375,46,2021-02-27,05:52:45,14:18:20,9
4634,383,46,2021-02-27,05:52:52,14:17:33,9
4635,494,47,2021-02-27,05:53:08,14:01:14,9
4636,435,46,2021-02-27,05:53:17,14:14:48,9
4637,377,46,2021-02-27,05:53:33,14:16:43,9
4638,361,46,2021-02-27,05:53:40,14:14:41,9
4639,465,47,2021-02-27,05:53:46,14:04:23,9
4640,363,46,2021-02-27,05:53:52,14:18:08,9
4641,511,47,2021-02-27,05:53:55,18:02:25,13
4642,370,46,2021-02-27,05:54:04,14:18:33,9
4643,336,46,2021-02-27,05:56:25,14:15:47,9
4644,355,46,2021-02-27,05:56:30,14:12:57,9
4645,513,47,2021-02-27,05:57:42,11:45:32,6
4646,472,47,2021-02-27,05:57:45,18:05:08,13
4647,471,47,2021-02-27,05:57:49,18:11:12,13
4648,496,47,2021-02-27,05:58:04,18:00:29,13
4649,507,47,2021-02-27,05:58:18,18:13:49,13
4650,478,47,2021-02-27,05:59:20,14:01:27,9
4651,529,47,2021-02-27,05:59:25,13:58:09,8
4652,364,46,2021-02-27,05:59:27,14:13:19,9
4653,365,46,2021-02-27,05:59:31,14:12:35,9
4654,374,46,2021-02-27,05:59:36,14:18:41,9
4655,368,46,2021-02-27,06:00:19,14:12:24,8
4656,380,46,2021-02-27,06:00:24,14:16:59,8
4657,466,47,2021-02-27,06:01:13,18:28:16,12
4658,384,46,2021-02-27,06:02:05,14:12:06,8
4659,573,47,2021-02-27,06:03:42,13:59:50,7
4660,517,47,2021-02-27,06:04:23,13:59:58,7
4661,413,46,2021-02-27,06:06:30,14:47:49,8
4662,366,46,2021-02-27,06:06:44,14:12:16,8
4663,362,46,2021-02-27,06:07:43,14:16:11,8
4664,470,47,2021-02-27,06:08:29,18:28:10,12
4665,464,47,2021-02-27,06:09:30,14:03:53,8
4666,525,47,2021-02-27,06:14:15,13:57:50,7
4667,437,41,2021-02-27,06:40:10,14:30:00,8
4667,437,41,2021-02-27,06:40:10,14:30:00,8
4668,459,41,2021-02-27,06:40:23,14:30:00,8
4668,459,41,2021-02-27,06:40:23,14:30:00,8
4668,459,41,2021-02-27,06:40:23,14:30:00,8
4669,283,41,2021-02-27,06:40:43,14:30:00,8
4669,283,41,2021-02-27,06:40:43,14:30:00,8
4669,283,41,2021-02-27,06:40:43,14:30:00,8
4670,608,41,2021-02-27,06:42:19,14:30:00,8
4671,412,46,2021-02-27,06:44:45,14:17:42,8
4672,315,41,2021-02-27,06:56:42,14:30:00,8
4673,499,47,2021-02-27,06:59:40,19:37:38,13
4674,552,47,2021-02-27,07:03:38,15:07:18,8
4675,544,47,2021-02-27,07:03:42,15:02:14,8
4676,487,47,2021-02-27,07:53:59,19:57:52,12
4677,394,46,2021-02-27,07:57:09,18:31:26,11
4678,824,50,2021-02-27,07:58:53,19:56:33,12
4679,823,50,2021-02-27,07:58:58,19:56:44,12
4680,760,50,2021-02-27,07:59:04,20:01:15,13
4681,853,50,2021-02-27,07:59:11,19:59:31,12
4682,822,50,2021-02-27,07:59:17,19:56:50,12
4683,838,50,2021-02-27,07:59:22,20:00:00,13
4684,821,50,2021-02-27,07:59:24,19:57:43,12
4685,756,50,2021-02-27,07:59:55,20:01:21,13
4686,745,50,2021-02-27,08:00:23,20:04:40,12
4687,814,50,2021-02-27,08:00:36,20:00:00,12
4688,731,50,2021-02-27,08:01:16,20:00:00,12
4689,772,50,2021-02-27,08:01:25,20:04:49,12
4690,784,50,2021-02-27,08:01:37,20:05:21,12
4691,757,50,2021-02-27,08:01:43,20:00:00,12
4692,768,50,2021-02-27,08:01:49,20:08:40,12
4693,826,50,2021-02-27,08:01:55,20:06:46,12
4694,762,50,2021-02-27,08:02:10,20:00:00,12
4695,732,50,2021-02-27,08:02:19,20:07:15,12
4696,754,50,2021-02-27,08:02:43,20:07:32,12
4697,859,50,2021-02-27,08:03:00,20:00:00,12
4698,758,50,2021-02-27,08:03:15,19:58:25,11
4699,682,38,2021-02-27,08:35:52,19:34:06,11
4700,545,47,2021-02-27,08:46:31,17:00:00,9
4701,595,46,2021-02-27,08:49:58,21:01:40,13
4701,595,46,2021-02-27,08:49:58,21:01:40,13
4702,812,50,2021-02-27,08:50:22,21:00:00,13
4703,390,46,2021-02-27,08:50:25,18:04:01,10
4704,606,46,2021-02-27,08:50:37,21:01:59,13
4705,717,46,2021-02-27,08:53:21,21:00:45,13
4706,604,46,2021-02-27,08:53:28,21:00:09,13
4706,604,46,2021-02-27,08:53:28,21:00:09,13
4707,600,46,2021-02-27,08:53:34,21:00:39,13
4707,600,46,2021-02-27,08:53:34,21:00:39,13
4708,603,46,2021-02-27,08:53:41,21:00:05,13
4709,695,46,2021-02-27,08:53:45,21:01:35,13
4710,313,46,2021-02-27,08:54:36,21:00:31,13
4710,313,46,2021-02-27,08:54:36,21:00:31,13
4710,313,46,2021-02-27,08:54:36,21:00:31,13
4711,694,46,2021-02-27,08:54:51,21:01:48,13
4712,605,46,2021-02-27,08:55:00,21:00:54,13
4713,696,46,2021-02-27,08:55:14,21:01:44,13
4714,495,47,2021-02-27,08:55:22,18:22:50,10
4715,819,50,2021-02-27,08:56:09,21:00:00,13
4716,398,46,2021-02-27,08:56:25,18:18:45,10
4717,818,50,2021-02-27,08:57:00,21:00:00,13
4718,816,50,2021-02-27,08:57:10,21:00:00,13
4719,387,46,2021-02-27,08:57:29,18:02:59,10
4720,809,50,2021-02-27,08:57:41,21:00:00,13
4721,533,47,2021-02-27,08:58:32,17:49:14,9
4722,485,47,2021-02-27,08:58:39,17:02:57,9
4723,486,47,2021-02-27,08:59:50,21:00:02,13
4724,482,47,2021-02-27,09:00:20,17:03:37,8
4725,489,47,2021-02-27,09:01:26,17:11:32,8
4726,484,47,2021-02-27,09:02:00,17:06:09,8
4727,480,47,2021-02-27,09:02:54,17:07:26,8
4728,492,47,2021-02-27,09:03:13,17:07:49,8
4729,490,47,2021-02-27,09:05:32,17:08:14,8
4730,571,42,2021-02-27,09:05:34,18:06:24,9
4731,441,42,2021-02-27,09:05:40,18:08:50,9
4732,481,47,2021-02-27,09:06:39,17:06:20,8
4733,532,47,2021-02-27,09:07:05,17:49:17,8
4734,711,46,2021-02-27,09:11:05,21:05:23,12
4735,531,47,2021-02-27,09:11:18,16:56:24,7
4736,551,47,2021-02-27,09:12:03,19:45:15,10
4737,536,47,2021-02-27,09:15:08,17:52:36,8
4738,448,42,2021-02-27,09:19:06,19:57:14,10
4739,530,47,2021-02-27,09:19:46,17:28:04,8
4740,449,42,2021-02-27,09:20:35,19:58:20,10
4741,447,42,2021-02-27,09:20:52,19:57:47,10
4742,557,42,2021-02-27,09:21:09,20:00:00,11
4743,451,42,2021-02-27,09:23:03,18:08:43,9
4744,442,42,2021-02-27,09:23:09,18:08:35,9
4745,402,41,2021-02-27,09:23:15,18:03:20,9
4746,405,41,2021-02-27,09:23:22,18:03:20,9
4747,450,42,2021-02-27,09:23:24,18:06:13,9
4748,401,41,2021-02-27,09:23:30,18:03:20,9
4749,400,41,2021-02-27,09:23:36,18:03:20,9
4750,534,47,2021-02-27,09:33:33,17:50:26,8
4751,546,47,2021-02-27,09:36:16,18:41:14,9
4752,503,47,2021-02-27,09:37:44,18:02:41,9
4753,396,46,2021-02-27,09:41:14,20:28:45,11
4754,393,46,2021-02-27,09:41:33,18:03:06,9
4755,549,47,2021-02-27,09:43:43,19:34:38,10
4756,796,50,2021-02-27,09:44:12,22:00:00,13
4757,743,50,2021-02-27,09:44:27,22:00:00,13
4758,542,47,2021-02-27,09:44:43,18:18:10,9
4759,746,50,2021-02-27,09:44:52,22:00:00,13
4760,555,47,2021-02-27,09:45:26,18:31:52,9
4761,749,50,2021-02-27,09:45:45,22:00:00,13
4762,751,50,2021-02-27,09:45:57,22:00:00,13
4763,790,50,2021-02-27,09:46:35,22:00:00,13
4764,752,50,2021-02-27,09:46:58,22:00:00,13
4765,748,50,2021-02-27,09:47:08,22:00:00,13
4766,741,50,2021-02-27,09:47:14,22:00:00,13
4767,787,50,2021-02-27,09:48:00,22:00:00,13
4768,753,50,2021-02-27,09:50:40,22:00:00,13
4769,798,50,2021-02-27,09:50:53,22:00:00,13
4770,788,50,2021-02-27,09:51:29,22:00:00,13
4771,553,47,2021-02-27,09:52:58,18:31:48,9
4772,439,42,2021-02-27,09:53:19,18:58:54,9
4773,776,50,2021-02-27,09:54:04,18:52:27,9
4774,769,50,2021-02-27,09:54:27,22:00:00,13
4775,773,50,2021-02-27,09:54:48,22:00:00,13
4776,775,50,2021-02-27,09:55:15,22:00:00,13
4777,857,50,2021-02-27,09:55:28,22:00:00,13
4778,813,50,2021-02-27,09:56:25,22:00:00,13
4779,858,50,2021-02-27,09:56:37,20:00:00,11
4780,554,47,2021-02-27,09:58:46,19:37:19,10
4781,747,50,2021-02-27,09:59:26,22:00:00,13
4782,509,47,2021-02-27,10:02:52,22:20:56,12
4783,801,50,2021-02-27,10:03:37,22:00:00,12
4784,774,50,2021-02-27,10:07:36,22:00:00,12
4785,795,50,2021-02-27,10:07:56,22:00:00,12
4786,556,47,2021-02-27,10:14:20,19:08:14,9
4787,543,47,2021-02-27,10:20:53,18:22:55,8
4788,540,47,2021-02-27,10:46:38,18:42:01,8
4789,866,46,2021-02-27,10:49:45,21:00:00,11
4790,710,46,2021-02-27,10:50:22,21:00:00,11
4791,726,46,2021-02-27,10:51:05,21:00:00,11
4792,598,46,2021-02-27,10:52:20,21:03:59,11
4792,598,46,2021-02-27,10:52:20,21:03:59,11
4793,285,46,2021-02-27,10:54:39,21:00:00,11
4793,285,46,2021-02-27,10:54:39,21:00:00,11
4793,285,46,2021-02-27,10:54:39,21:00:00,11
4794,550,47,2021-02-27,11:20:37,19:37:30,8
4795,513,47,2021-02-27,11:47:34,17:59:50,6
4796,388,46,2021-02-27,11:50:36,20:19:51,9
4797,339,46,2021-02-27,13:30:23,22:15:49,9
4798,356,46,2021-02-27,13:30:32,22:16:14,9
4799,348,46,2021-02-27,13:30:38,22:15:44,9
4800,342,46,2021-02-27,13:30:46,22:15:32,9
4801,585,46,2021-02-27,13:30:54,22:14:51,9
4802,335,46,2021-02-27,13:31:04,22:14:40,9
4803,333,46,2021-02-27,13:31:23,22:15:10,9
4804,358,46,2021-02-27,13:32:11,22:16:11,9
4805,334,46,2021-02-27,13:34:00,22:15:07,9
4806,338,46,2021-02-27,13:35:14,22:19:03,9
4807,337,46,2021-02-27,13:41:23,22:14:46,9
4808,344,46,2021-02-27,13:43:31,22:15:21,9
4809,346,46,2021-02-27,13:44:32,22:16:03,9
4810,341,46,2021-02-27,13:44:56,22:15:27,9
4811,498,47,2021-02-27,13:46:38,21:58:54,8
4812,518,47,2021-02-27,13:46:43,21:58:31,8
4813,345,46,2021-02-27,13:47:32,22:14:43,9
4814,347,46,2021-02-27,13:48:06,22:15:36,9
4815,565,46,2021-02-27,13:48:20,22:15:40,9
4816,477,47,2021-02-27,13:48:28,22:02:52,9
4817,505,47,2021-02-27,13:48:35,22:00:21,9
4818,527,47,2021-02-27,13:50:07,21:59:05,8
4819,461,47,2021-02-27,13:50:29,21:59:24,8
4820,725,38,2021-02-27,13:50:49,22:12:24,9
4821,479,47,2021-02-27,13:51:38,21:59:13,8
4822,395,46,2021-02-27,13:52:09,22:25:52,9
4823,519,47,2021-02-27,13:52:51,21:59:20,8
4824,460,47,2021-02-27,13:54:42,22:04:20,9
