Shift,"Shift ID",Date,start,end,Duration,"Worker ID",business_id
"Day Heavy Shift",8167,2021-03-12,09:57:35,22:00:19,13,750,50
"Day Heavy Shift",8168,2021-03-12,09:58:21,20:13:33,11,401,43
"Day Heavy Shift",8169,2021-03-12,09:58:24,20:13:37,11,400,43
"Day Heavy Shift",8170,2021-03-12,09:58:29,20:13:27,11,402,43
"Day Shift",8171,2021-03-12,09:58:32,12:20:51,3,405,43
"Day Heavy Shift",8172,2021-03-12,09:59:12,22:01:13,13,857,50
"Day Heavy Shift",8173,2021-03-12,09:59:24,21:59:34,12,813,50
"Day Heavy Shift",8174,2021-03-12,09:59:51,22:02:02,13,748,50
"Day Heavy Shift",8175,2021-03-12,10:01:06,22:03:02,12,507,47
"Day Heavy Shift",8176,2021-03-12,10:02:27,22:08:24,12,747,50
"Day Heavy Shift",8177,2021-03-12,10:02:30,22:06:47,12,776,50
"Day Heavy Shift",8178,2021-03-12,10:02:46,22:03:39,12,774,50
"Day Heavy Shift",8179,2021-03-12,10:03:18,22:03:33,12,795,50
"Day Shift",8180,2021-03-12,10:04:49,18:19:08,8,543,47
"Day Shift",8181,2021-03-12,10:05:51,19:08:02,9,556,47
"Day Shift",8182,2021-03-12,10:06:23,18:40:41,8,541,47
"Day Heavy Shift",8183,2021-03-12,10:55:50,22:00:45,12,479,47
"Day Shift",8184,2021-03-12,13:27:26,22:13:19,9,336,46
"Day Shift",8185,2021-03-12,13:28:17,21:48:00,8,508,47
"Day Shift",8186,2021-03-12,13:34:06,22:12:20,9,378,46
"Day Shift",8187,2021-03-12,13:40:20,22:15:50,9,379,46
"Day Shift",8188,2021-03-12,13:41:06,22:13:44,9,360,46
"Day Shift",8189,2021-03-12,13:41:45,22:12:30,9,361,46
"Day Shift",8190,2021-03-12,13:41:54,22:12:48,9,369,46
"Day Shift",8191,2021-03-12,13:42:04,22:15:15,9,434,46
"Day Shift",8192,2021-03-12,13:42:12,22:12:43,9,380,46
"Day Shift",8193,2021-03-12,13:42:33,22:12:39,9,371,46
"Day Shift",8194,2021-03-12,13:43:13,22:12:54,9,372,46
"Day Shift",8195,2021-03-12,13:44:04,22:14:24,9,363,46
"Day Shift",8196,2021-03-12,13:47:30,22:13:31,9,382,46
"Day Shift",8197,2021-03-12,13:47:38,22:14:19,9,435,46
"Day Shift",8198,2021-03-12,13:48:38,22:13:35,9,376,46
"Day Shift",8199,2021-03-12,13:49:09,22:02:16,9,516,47
"Day Shift",8200,2021-03-12,13:49:27,22:02:56,9,506,47
"Day Shift",8201,2021-03-12,13:49:44,22:02:12,9,529,47
"Day Shift",8202,2021-03-12,13:50:18,22:13:26,9,365,46
"Day Shift",8203,2021-03-12,13:50:25,22:05:20,9,943,46
"Day Shift",8204,2021-03-12,13:51:02,22:05:33,9,940,46
"Day Shift",8204,2021-03-12,13:51:02,22:05:33,9,940,46
"Day Shift",8205,2021-03-12,13:52:23,22:05:27,9,942,46
"Day Shift",8206,2021-03-12,13:53:05,22:05:06,9,941,46
"Day Shift",8206,2021-03-12,13:53:05,22:05:06,9,941,46
"Day Shift",8207,2021-03-12,13:53:14,22:01:53,9,465,47
"Day Shift",8208,2021-03-12,13:53:30,22:06:29,9,932,46
"Day Shift",8209,2021-03-12,13:53:54,22:07:23,9,874,46
"Day Shift",8209,2021-03-12,13:53:54,22:07:23,9,874,46
"Day Shift",8210,2021-03-12,13:54:14,22:06:20,9,931,46
"Day Shift",8211,2021-03-12,13:54:55,22:13:41,9,383,46
"Day Shift",8212,2021-03-12,13:55:37,22:12:13,9,368,46
"Day Shift",8213,2021-03-12,13:56:10,22:12:35,9,364,46
"Day Shift",8214,2021-03-12,13:56:14,22:13:14,9,374,46
"Day Shift",8215,2021-03-12,13:56:23,22:14:06,9,375,46
"Day Shift",8216,2021-03-12,13:56:32,22:13:53,9,377,46
"Day Shift",8217,2021-03-12,13:58:28,22:02:07,9,525,47
"Day Shift",8218,2021-03-12,13:58:46,22:01:59,9,573,47
"Day Shift",8219,2021-03-12,14:00:22,22:14:56,8,340,46
"Day Shift",8220,2021-03-12,14:00:24,22:02:24,8,517,47
"Day Shift",8221,2021-03-12,14:00:26,22:12:26,8,384,46
"Day Shift",8222,2021-03-12,14:00:31,22:02:58,8,919,38
"Day Shift",8223,2021-03-12,14:01:17,22:03:29,8,538,47
"Day Shift",8224,2021-03-12,14:01:37,22:00:00,8,922,46
"Day Shift",8224,2021-03-12,14:01:37,22:00:00,8,922,46
"Day Shift",8225,2021-03-12,14:01:47,22:02:30,8,594,38
"Day Shift",8226,2021-03-12,14:02:05,22:00:00,8,884,46
"Day Shift",8226,2021-03-12,14:02:05,22:00:00,8,884,46
"Day Shift",8227,2021-03-12,14:02:22,22:00:00,8,537,47
"Day Shift",8228,2021-03-12,14:02:24,22:00:00,8,921,46
"Day Shift",8228,2021-03-12,14:02:24,22:00:00,8,921,46
"Day Shift",8229,2021-03-12,14:02:36,22:14:43,8,725,38
"Day Shift",8230,2021-03-12,14:03:13,22:14:50,8,366,46
"Day Shift",8231,2021-03-12,14:03:57,22:19:26,8,362,46
"Day Shift",8232,2021-03-12,14:06:53,22:33:45,8,413,46
"Day Shift",8233,2021-03-12,14:07:01,22:00:00,8,359,46
"Day Shift",8234,2021-03-12,14:15:11,22:00:00,8,430,46
"Day Shift",8235,2021-03-12,14:42:58,22:00:00,8,315,43
"Day Heavy Shift",8236,2021-03-12,17:47:21,06:11:13,11,460,47
"Day Heavy Shift",8237,2021-03-12,17:47:35,06:00:20,11,493,47
"Day Heavy Shift",8238,2021-03-12,17:53:29,06:00:41,11,461,47
"Day Heavy Shift",8239,2021-03-12,17:54:33,05:59:59,12,520,47
"Day Heavy Shift",8240,2021-03-12,17:59:25,05:59:53,12,515,47
"Day Heavy Shift",8241,2021-03-12,19:04:28,07:06:39,12,488,47
"Day Heavy Shift",8242,2021-03-12,19:46:47,08:01:02,11,844,50
"Day Heavy Shift",8243,2021-03-12,19:55:12,07:57:34,12,755,50
"Day Heavy Shift",8244,2021-03-12,19:55:17,07:57:05,12,838,50
"Day Heavy Shift",8245,2021-03-12,19:55:22,08:02:43,11,836,50
"Day Heavy Shift",8246,2021-03-12,19:55:26,08:01:35,11,830,50
"Day Heavy Shift",8247,2021-03-12,19:55:38,08:04:36,11,837,50
"Day Heavy Shift",8248,2021-03-12,19:55:56,08:00:36,11,763,50
"Day Heavy Shift",8249,2021-03-12,19:56:14,08:05:07,11,839,50
"Day Heavy Shift",8250,2021-03-12,19:56:36,08:01:22,11,832,50
"Day Heavy Shift",8251,2021-03-12,19:57:54,08:03:56,11,766,50
"Day Heavy Shift",8252,2021-03-12,19:58:01,08:02:06,11,845,50
"Day Heavy Shift",8253,2021-03-12,19:59:53,08:01:38,11,887,50
"Night Heavy Shift",8254,2021-03-12,20:00:23,08:04:56,12,843,50
"Night Heavy Shift",8255,2021-03-12,20:03:14,08:05:01,12,840,50
"Night Heavy Shift",8256,2021-03-12,20:03:41,08:01:42,12,764,50
"Night Shift",8257,2021-03-12,20:07:04,20:59:27,0,487,47
"Night Heavy Shift",8258,2021-03-12,20:26:55,08:30:00,12,914,38
"Night Heavy Shift",8258,2021-03-12,20:26:55,08:30:00,12,914,38
"Night Heavy Shift",8259,2021-03-12,20:32:10,08:30:00,12,892,38
"Night Heavy Shift",8259,2021-03-12,20:32:10,08:30:00,12,892,38
"Night Heavy Shift",8260,2021-03-12,20:32:21,08:30:00,12,891,38
"Night Heavy Shift",8260,2021-03-12,20:32:21,08:30:00,12,891,38
"Night Heavy Shift",8261,2021-03-12,20:32:31,08:30:00,12,915,38
"Night Heavy Shift",8261,2021-03-12,20:32:31,08:30:00,12,915,38
"Night Heavy Shift",8262,2021-03-12,20:34:17,08:33:32,12,687,38
"Night Heavy Shift",8263,2021-03-12,20:34:37,08:33:17,12,889,38
"Night Heavy Shift",8264,2021-03-12,20:34:47,08:34:57,12,683,38
"Night Heavy Shift",8265,2021-03-12,21:03:56,06:25:11,15,335,46
"Night Heavy Shift",8266,2021-03-12,21:04:06,06:24:59,15,333,46
"Night Heavy Shift",8267,2021-03-12,21:10:47,08:05:05,13,828,50
"Night Heavy Shift",8268,2021-03-12,21:23:39,05:59:40,16,527,47
"Night Heavy Shift",8269,2021-03-12,21:28:09,06:25:05,15,345,46
"Night Heavy Shift",8270,2021-03-12,21:31:19,06:25:40,15,339,46
"Night Heavy Shift",8271,2021-03-12,21:32:31,06:00:45,15,519,47
"Night Heavy Shift",8272,2021-03-12,21:33:01,06:24:53,15,342,46
"Night Heavy Shift",8273,2021-03-12,21:36:10,06:26:12,15,585,46
"Night Heavy Shift",8274,2021-03-12,21:36:18,06:26:15,15,338,46
"Night Heavy Shift",8275,2021-03-12,21:36:28,06:27:12,15,395,46
"Night Heavy Shift",8276,2021-03-12,21:37:38,06:05:29,15,170,38
"Night Heavy Shift",8277,2021-03-12,21:37:45,06:05:48,15,602,38
"Night Heavy Shift",8278,2021-03-12,21:37:56,06:00:00,15,587,38
"Night Heavy Shift",8279,2021-03-12,21:38:46,06:25:45,15,347,46
"Night Heavy Shift",8280,2021-03-12,21:39:26,06:29:06,15,565,46
"Night Heavy Shift",8281,2021-03-12,21:48:39,06:26:06,15,346,46
"Night Heavy Shift",8282,2021-03-12,21:50:13,06:26:01,15,350,46
"Night Heavy Shift",8283,2021-03-12,21:53:12,06:26:23,15,344,46
"Night Heavy Shift",8284,2021-03-12,21:53:36,06:31:06,15,386,46
"Night Heavy Shift",8285,2021-03-12,21:53:42,05:04:52,16,349,46
"Night Heavy Shift",8286,2021-03-12,21:53:57,05:59:08,16,518,47
"Night Heavy Shift",8287,2021-03-12,21:54:08,06:31:21,15,385,46
"Night Heavy Shift",8288,2021-03-12,21:54:29,05:59:15,16,498,47
"Night Heavy Shift",8289,2021-03-12,21:54:30,06:26:32,15,357,46
"Night Heavy Shift",8290,2021-03-12,21:54:41,05:59:27,16,512,47
"Night Heavy Shift",8291,2021-03-12,21:54:51,05:59:21,16,502,47
"Night Heavy Shift",8292,2021-03-12,21:55:48,06:03:23,15,580,38
"Night Heavy Shift",8293,2021-03-12,21:56:55,06:24:33,15,341,46
"Night Heavy Shift",8294,2021-03-12,21:58:21,06:24:48,15,391,46
"Night Heavy Shift",8295,2021-03-12,21:59:36,09:54:00,12,468,47
"Night Heavy Shift",8296,2021-03-12,22:01:02,06:26:36,16,353,46
"Night Heavy Shift",8297,2021-03-12,22:01:06,06:10:30,16,494,47
"Night Heavy Shift",8298,2021-03-12,22:01:24,06:09:54,16,330,43
"Night Heavy Shift",8299,2021-03-12,22:02:10,06:27:20,16,352,46
"Night Heavy Shift",8300,2021-03-12,22:02:36,06:00:00,16,594,38
"Night Heavy Shift",8301,2021-03-12,22:02:47,06:03:36,16,169,38
"Night Heavy Shift",8302,2021-03-12,22:05:45,06:25:55,16,566,46
"Night Heavy Shift",8303,2021-03-12,22:11:45,06:09:33,16,886,43
"Night Heavy Shift",8304,2021-03-12,22:13:09,06:00:00,16,370,46
"Day Shift",8305,2021-03-13,05:34:11,13:59:10,8,497,47
"Day Shift",8306,2021-03-13,05:39:21,14:16:38,9,419,46
"Day Shift",8307,2021-03-13,05:41:48,14:15:06,9,416,46
"Day Shift",8308,2021-03-13,05:42:48,14:15:43,9,415,46
"Day Shift",8309,2021-03-13,05:43:26,14:16:01,9,584,46
"Day Shift",8310,2021-03-13,05:46:53,13:58:55,8,524,47
"Day Heavy Shift",8311,2021-03-13,05:49:24,17:47:54,12,381,46
"Day Shift",8312,2021-03-13,05:50:38,14:15:35,9,421,46
"Day Heavy Shift",8313,2021-03-13,05:51:00,16:00:57,11,478,47
"Day Shift",8314,2021-03-13,05:51:24,14:14:55,9,422,46
"Day Shift",8315,2021-03-13,05:52:36,14:18:59,9,433,46
"Day Shift",8316,2021-03-13,05:54:11,14:19:04,9,420,46
"Day Shift",8317,2021-03-13,05:54:17,14:14:47,9,564,46
"Day Shift",8318,2021-03-13,05:54:24,14:15:40,9,567,46
"Day Shift",8319,2021-03-13,05:54:28,14:14:22,9,429,46
"Day Heavy Shift",8320,2021-03-13,05:54:37,18:01:41,13,513,47
"Day Shift",8321,2021-03-13,05:54:38,14:15:29,9,418,46
"Day Shift",8322,2021-03-13,05:55:01,14:18:54,9,423,46
"Day Shift",8323,2021-03-13,05:56:33,14:36:20,9,430,46
"Day Shift",8324,2021-03-13,05:56:42,14:15:01,9,432,46
"Day Shift",8325,2021-03-13,05:56:53,14:19:12,9,431,46
"Day Shift",8326,2021-03-13,05:57:22,14:00:08,9,523,47
"Day Shift",8327,2021-03-13,05:59:47,14:06:41,9,477,47
"Day Heavy Shift",8328,2021-03-13,06:00:09,18:02:37,12,504,47
"Day Heavy Shift",8329,2021-03-13,06:00:35,18:02:05,12,463,47
"Day Shift",8330,2021-03-13,06:00:41,14:18:43,8,577,46
"Day Heavy Shift",8331,2021-03-13,06:01:30,18:01:34,12,472,47
"Day Shift",8332,2021-03-13,06:01:34,14:00:44,8,528,47
"Day Heavy Shift",8333,2021-03-13,06:01:39,18:08:52,12,471,47
"Day Shift",8334,2021-03-13,06:01:46,13:58:52,7,526,47
"Day Heavy Shift",8335,2021-03-13,06:02:43,18:01:51,12,496,47
"Day Shift",8336,2021-03-13,06:03:11,14:14:38,8,426,46
"Day Heavy Shift",8337,2021-03-13,06:03:14,17:59:41,11,509,47
"Day Shift",8338,2021-03-13,06:03:55,14:14:12,8,425,46
"Day Heavy Shift",8339,2021-03-13,06:07:40,18:02:42,12,462,47
"Day Shift",8340,2021-03-13,06:11:42,14:03:12,8,537,47
"Day Shift",8341,2021-03-13,06:15:31,14:46:59,8,495,47
"Day Shift",8342,2021-03-13,06:16:54,13:59:42,7,521,47
"Day Shift",8343,2021-03-13,06:20:08,14:29:09,8,427,46
"Day Heavy Shift",8344,2021-03-13,06:33:38,18:09:03,12,470,47
"Day Heavy Shift",8345,2021-03-13,07:00:11,22:03:07,15,330,43
"Day Shift",8346,2021-03-13,07:00:18,15:01:15,8,315,43
"Day Heavy Shift",8347,2021-03-13,07:02:25,19:04:18,12,499,47
"Day Heavy Shift",8348,2021-03-13,07:44:51,20:01:27,13,856,50
"Day Heavy Shift",8349,2021-03-13,07:44:59,20:00:49,13,737,50
"Day Heavy Shift",8350,2021-03-13,07:46:04,20:06:10,13,744,50
"Day Heavy Shift",8351,2021-03-13,07:50:01,20:09:01,13,734,50
"Day Heavy Shift",8352,2021-03-13,07:50:17,20:11:46,13,808,50
"Day Heavy Shift",8353,2021-03-13,07:52:20,20:03:24,13,728,50
"Day Heavy Shift",8354,2021-03-13,07:52:51,20:01:23,13,859,50
"Day Heavy Shift",8355,2021-03-13,07:52:56,20:00:35,13,772,50
"Day Heavy Shift",8356,2021-03-13,07:53:05,20:03:19,13,784,50
"Day Heavy Shift",8357,2021-03-13,07:54:01,20:05:31,13,733,50
"Day Heavy Shift",8358,2021-03-13,07:54:20,20:09:04,13,731,50
"Day Shift",8359,2021-03-13,07:54:43,08:13:15,1,797,50
"Day Heavy Shift",8360,2021-03-13,07:54:50,20:08:03,13,789,50
"Day Heavy Shift",8361,2021-03-13,07:54:59,20:03:16,13,767,50
"Day Heavy Shift",8362,2021-03-13,07:55:19,20:08:58,13,806,50
"Day Heavy Shift",8363,2021-03-13,07:55:29,19:59:49,12,756,50
"Day Heavy Shift",8364,2021-03-13,07:55:37,20:09:28,13,810,50
"Day Heavy Shift",8365,2021-03-13,07:55:51,20:05:23,13,817,50
"Day Heavy Shift",8366,2021-03-13,07:56:11,20:00:06,13,800,50
"Day Heavy Shift",8367,2021-03-13,07:56:14,20:08:54,13,802,50
"Day Heavy Shift",8368,2021-03-13,07:56:44,20:02:01,13,936,50
"Day Heavy Shift",8369,2021-03-13,07:57:00,20:02:32,13,760,50
"Day Heavy Shift",8370,2021-03-13,07:57:08,19:59:37,12,872,50
"Day Heavy Shift",8371,2021-03-13,07:57:21,20:02:04,13,765,50
"Day Heavy Shift",8372,2021-03-13,07:57:25,20:01:34,13,759,50
"Day Heavy Shift",8373,2021-03-13,07:57:58,20:01:42,13,853,50
"Day Heavy Shift",8374,2021-03-13,07:58:05,20:02:52,13,758,50
"Day Heavy Shift",8375,2021-03-13,07:58:34,20:01:37,13,822,50
"Day Heavy Shift",8376,2021-03-13,07:59:12,20:07:55,13,780,50
"Day Heavy Shift",8377,2021-03-13,07:59:15,20:04:58,13,735,50
"Day Heavy Shift",8378,2021-03-13,07:59:20,20:05:50,13,834,50
"Day Heavy Shift",8379,2021-03-13,07:59:25,20:08:35,13,786,50
"Day Heavy Shift",8380,2021-03-13,07:59:30,20:07:58,13,738,50
"Day Heavy Shift",8381,2021-03-13,08:00:39,20:07:30,12,729,50
"Day Heavy Shift",8382,2021-03-13,08:01:31,20:01:09,12,730,50
"Day Heavy Shift",8383,2021-03-13,08:01:46,20:06:14,12,745,50
"Day Heavy Shift",8384,2021-03-13,08:02:37,20:08:10,12,820,50
"Day Heavy Shift",8385,2021-03-13,08:02:55,20:06:54,12,740,50
"Day Heavy Shift",8386,2021-03-13,08:03:04,20:04:55,12,778,50
"Day Heavy Shift",8387,2021-03-13,08:03:26,20:04:41,12,803,50
"Day Heavy Shift",8388,2021-03-13,08:03:42,20:04:48,12,779,50
"Day Heavy Shift",8389,2021-03-13,08:03:47,19:57:42,11,775,50
"Day Heavy Shift",8390,2021-03-13,08:04:01,20:02:09,12,766,50
"Day Heavy Shift",8391,2021-03-13,08:04:10,20:05:56,12,732,50
"Day Heavy Shift",8392,2021-03-13,08:04:14,20:04:03,12,785,50
"Day Heavy Shift",8393,2021-03-13,08:05:10,19:58:41,11,754,50
"Day Heavy Shift",8394,2021-03-13,08:05:58,19:59:06,11,486,47
"Day Heavy Shift",8395,2021-03-13,08:06:09,20:01:40,12,824,50
"Day Heavy Shift",8396,2021-03-13,08:06:16,20:01:49,12,821,50
"Day Heavy Shift",8397,2021-03-13,08:06:23,20:14:08,12,864,50
"Day Heavy Shift",8398,2021-03-13,08:08:04,20:02:35,12,771,50
"Day Heavy Shift",8399,2021-03-13,08:08:12,20:08:39,12,814,50
"Day Heavy Shift",8400,2021-03-13,08:12:04,20:03:29,12,783,50
"Day Heavy Shift",8401,2021-03-13,08:13:26,20:05:53,12,768,50
"Day Heavy Shift",8402,2021-03-13,08:14:20,18:25:39,10,394,46
"Day Heavy Shift",8403,2021-03-13,08:20:47,19:58:48,11,487,47
"Day Heavy Shift",8404,2021-03-13,08:31:34,20:32:29,12,693,38
"Day Heavy Shift",8405,2021-03-13,08:31:49,20:35:19,12,684,38
"Day Heavy Shift",8406,2021-03-13,08:31:49,21:00:00,13,893,46
"Day Heavy Shift",8407,2021-03-13,08:32:14,21:00:00,13,869,46
"Day Heavy Shift",8408,2021-03-13,08:33:46,21:00:00,13,885,46
"Day Heavy Shift",8408,2021-03-13,08:33:46,21:00:00,13,885,46
"Day Heavy Shift",8409,2021-03-13,08:34:11,21:02:00,13,922,46
"Day Heavy Shift",8409,2021-03-13,08:34:11,21:02:00,13,922,46
"Day Heavy Shift",8410,2021-03-13,08:34:31,20:30:00,12,689,38
"Day Heavy Shift",8411,2021-03-13,08:34:33,21:00:00,13,884,46
"Day Heavy Shift",8411,2021-03-13,08:34:33,21:00:00,13,884,46
"Day Heavy Shift",8412,2021-03-13,08:35:34,21:00:00,13,921,46
"Day Heavy Shift",8412,2021-03-13,08:35:34,21:00:00,13,921,46
"Day Heavy Shift",8413,2021-03-13,08:35:59,21:00:00,13,726,46
"Day Heavy Shift",8414,2021-03-13,08:37:54,19:19:40,11,396,46
"Day Heavy Shift",8415,2021-03-13,08:39:31,21:02:41,13,941,46
"Day Heavy Shift",8415,2021-03-13,08:39:31,21:02:41,13,941,46
"Day Shift",8416,2021-03-13,08:40:38,17:00:00,9,545,47
"Day Shift",8417,2021-03-13,08:41:15,11:13:53,3,942,46
"Day Heavy Shift",8418,2021-03-13,08:41:47,21:02:31,13,940,46
"Day Heavy Shift",8418,2021-03-13,08:41:47,21:02:31,13,940,46
"Day Heavy Shift",8419,2021-03-13,08:42:10,21:02:21,13,943,46
"Day Heavy Shift",8420,2021-03-13,08:42:48,20:01:30,12,761,50
"Day Heavy Shift",8421,2021-03-13,08:47:15,21:02:19,13,819,50
"Day Heavy Shift",8422,2021-03-13,08:49:18,20:34:54,12,927,38
"Day Heavy Shift",8423,2021-03-13,08:53:12,21:01:31,13,871,46
"Day Heavy Shift",8424,2021-03-13,08:53:16,21:03:35,13,931,46
"Day Heavy Shift",8425,2021-03-13,08:53:23,21:02:46,13,896,46
"Day Heavy Shift",8426,2021-03-13,08:53:34,21:03:29,13,897,46
"Day Heavy Shift",8427,2021-03-13,08:54:15,21:02:14,13,812,50
"Day Heavy Shift",8428,2021-03-13,08:54:49,21:02:08,13,874,46
"Day Heavy Shift",8428,2021-03-13,08:54:49,21:02:08,13,874,46
"Day Heavy Shift",8429,2021-03-13,08:54:57,21:03:23,13,932,46
"Day Heavy Shift",8430,2021-03-13,08:55:21,21:02:14,13,879,46
"Day Heavy Shift",8431,2021-03-13,08:55:51,21:01:17,13,923,46
"Day Heavy Shift",8432,2021-03-13,08:57:37,21:03:17,13,944,46
"Day Heavy Shift",8433,2021-03-13,08:58:18,18:13:37,10,390,46
"Day Shift",8434,2021-03-13,08:59:00,16:59:57,8,490,47
"Day Heavy Shift",8435,2021-03-13,08:59:32,21:00:00,13,935,46
"Day Heavy Shift",8435,2021-03-13,08:59:32,21:00:00,13,935,46
"Day Shift",8436,2021-03-13,09:00:05,17:05:43,8,532,47
"Day Shift",8437,2021-03-13,09:00:18,17:06:34,8,482,47
"Day Shift",8438,2021-03-13,09:00:26,16:58:15,7,484,47
"Day Shift",8439,2021-03-13,09:01:06,18:22:12,9,387,46
"Day Shift",8440,2021-03-13,09:02:58,16:57:21,7,485,47
"Day Heavy Shift",8441,2021-03-13,09:05:58,21:02:27,12,818,50
"Day Shift",8442,2021-03-13,09:07:04,16:59:52,7,489,47
"Day Shift",8443,2021-03-13,09:08:37,17:06:04,8,533,47
"Day Shift",8444,2021-03-13,09:09:30,16:59:41,7,480,47
"Day Shift",8445,2021-03-13,09:09:58,17:00:00,8,492,47
"Day Shift",8446,2021-03-13,09:11:22,17:00:35,8,481,47
"Day Shift",8447,2021-03-13,09:15:38,17:04:25,8,536,47
"Day Shift",8448,2021-03-13,09:16:11,17:00:38,8,531,47
"Day Shift",8449,2021-03-13,09:18:12,17:22:21,8,530,47
"Day Shift",8450,2021-03-13,09:21:45,18:27:43,9,578,46
"Day Shift",8451,2021-03-13,09:22:00,17:06:14,8,534,47
"Day Shift",8452,2021-03-13,09:28:42,18:40:06,9,393,46
"Day Heavy Shift",8453,2021-03-13,09:29:55,22:12:35,13,790,50
"Day Heavy Shift",8454,2021-03-13,09:30:08,22:12:29,13,749,50
"Day Shift",8455,2021-03-13,09:34:24,17:00:00,8,543,47
"Day Heavy Shift",8456,2021-03-13,09:37:18,22:14:22,13,788,50
"Day Heavy Shift",8457,2021-03-13,09:37:44,22:15:25,13,727,50
"Day Shift",8458,2021-03-13,09:42:25,18:42:30,9,503,47
"Day Heavy Shift",8459,2021-03-13,09:43:23,22:12:49,13,796,50
"Day Heavy Shift",8460,2021-03-13,09:44:22,22:11:27,13,751,50
"Day Heavy Shift",8461,2021-03-13,09:44:29,22:02:25,13,746,50
"Day Heavy Shift",8462,2021-03-13,09:44:40,22:08:42,13,743,50
"Day Heavy Shift",8463,2021-03-13,09:45:42,20:10:48,11,752,50
"Day Heavy Shift",8464,2021-03-13,09:47:08,21:59:24,12,776,50
"Day Heavy Shift",8465,2021-03-13,09:48:28,22:13:44,13,748,50
"Day Heavy Shift",8466,2021-03-13,09:48:37,22:13:11,13,791,50
"Day Heavy Shift",8467,2021-03-13,09:48:46,22:00:28,13,769,50
"Day Heavy Shift",8468,2021-03-13,09:50:45,22:00:23,13,773,50
"Day Heavy Shift",8469,2021-03-13,09:52:16,22:10:07,13,753,50
"Day Heavy Shift",8470,2021-03-13,09:52:20,22:12:24,13,792,50
"Day Heavy Shift",8471,2021-03-13,09:52:23,22:11:38,13,799,50
"Day Heavy Shift",8472,2021-03-13,09:52:44,19:04:52,10,556,47
"Day Heavy Shift",8473,2021-03-13,09:52:47,22:00:00,13,787,50
"Day Heavy Shift",8474,2021-03-13,09:52:53,22:14:16,13,798,50
"Day Heavy Shift",8475,2021-03-13,09:52:57,22:13:06,13,794,50
"Day Heavy Shift",8476,2021-03-13,09:53:09,22:12:56,13,750,50
"Day Shift",8477,2021-03-13,09:53:45,17:00:00,8,553,47
"Day Shift",8478,2021-03-13,09:53:48,17:00:00,8,551,47
"Day Heavy Shift",8479,2021-03-13,09:55:15,22:12:44,13,857,50
"Day Heavy Shift",8480,2021-03-13,09:55:22,21:55:02,12,813,50
"Day Shift",8481,2021-03-13,09:55:27,17:30:41,8,542,47
"Day Heavy Shift",8482,2021-03-13,09:55:42,22:00:58,13,747,50
"Day Shift",8483,2021-03-13,09:56:32,18:36:18,9,548,47
"Day Heavy Shift",8484,2021-03-13,09:56:39,22:09:39,13,801,50
"Day Heavy Shift",8485,2021-03-13,09:59:17,22:11:19,13,858,50
"Day Heavy Shift",8486,2021-03-13,10:02:42,22:11:34,12,742,50
"Day Heavy Shift",8487,2021-03-13,10:03:32,22:00:19,12,774,50
"Day Heavy Shift",8488,2021-03-13,10:03:51,22:02:13,12,795,50
"Day Shift",8489,2021-03-13,10:26:04,17:00:00,7,546,47
"Day Shift",8490,2021-03-13,13:25:34,21:43:18,8,508,47
"Day Shift",8491,2021-03-13,13:40:51,22:14:41,9,360,46
"Day Shift",8492,2021-03-13,13:41:19,22:23:29,9,386,46
"Day Shift",8493,2021-03-13,13:41:36,22:14:30,9,371,46
"Day Shift",8494,2021-03-13,13:41:50,22:14:58,9,372,46
"Day Shift",8495,2021-03-13,13:42:05,22:14:02,9,382,46
"Day Shift",8496,2021-03-13,13:42:18,22:14:26,9,376,46
"Day Shift",8497,2021-03-13,13:42:53,22:00:00,9,355,46
"Day Shift",8498,2021-03-13,13:43:01,22:13:45,9,378,46
"Day Shift",8499,2021-03-13,13:43:53,22:15:50,9,434,46
"Day Shift",8500,2021-03-13,13:43:58,22:15:33,9,363,46
"Day Shift",8501,2021-03-13,13:44:10,22:15:44,9,435,46
"Day Shift",8502,2021-03-13,13:44:29,22:14:13,9,364,46
"Day Shift",8503,2021-03-13,13:44:43,22:13:51,9,368,46
"Day Shift",8504,2021-03-13,13:45:20,22:14:35,9,383,46
"Day Shift",8505,2021-03-13,13:45:30,22:15:08,9,370,46
"Day Shift",8506,2021-03-13,13:45:40,22:15:17,9,374,46
"Day Shift",8507,2021-03-13,13:45:50,22:16:08,9,365,46
"Day Shift",8508,2021-03-13,13:46:04,22:14:53,9,361,46
"Day Shift",8509,2021-03-13,13:46:44,19:55:55,6,340,46
"Day Shift",8510,2021-03-13,13:46:54,22:15:12,9,369,46
"Day Shift",8511,2021-03-13,13:47:05,22:00:31,9,479,47
"Day Shift",8512,2021-03-13,13:51:58,22:01:09,9,465,47
"Day Shift",8513,2021-03-13,13:53:07,21:59:59,8,516,47
"Day Shift",8514,2021-03-13,13:54:07,22:00:45,9,506,47
"Day Shift",8515,2021-03-13,13:55:11,22:16:39,9,379,46
"Day Shift",8516,2021-03-13,13:55:50,22:02:20,9,170,38
"Day Shift",8517,2021-03-13,13:56:06,22:04:32,9,919,38
"Day Shift",8518,2021-03-13,13:56:51,22:00:05,9,529,47
"Day Shift",8519,2021-03-13,13:57:27,22:16:23,9,725,38
"Day Shift",8520,2021-03-13,13:58:35,22:00:12,9,525,47
"Day Shift",8521,2021-03-13,13:58:50,22:14:49,9,362,46
