Shift,"Shift ID",Date,start,end,Duration,"Worker ID",business_id
"Day Shift",4352,2021-02-26,05:27:51,08:00:00,3,436,42
"Day Shift",4353,2021-02-26,05:28:09,08:00:00,3,301,42
"Day Shift",4354,2021-02-26,05:35:44,13:58:45,8,497,47
"Day Shift",4355,2021-02-26,05:46:29,14:11:00,9,381,46
"Day Shift",4356,2021-02-26,05:48:59,14:09:46,9,379,46
"Day Shift",4357,2021-02-26,05:49:13,14:12:56,9,378,46
"Day Heavy Shift",4358,2021-02-26,05:49:54,18:03:13,13,507,47
"Day Heavy Shift",4359,2021-02-26,05:50:14,18:08:04,13,472,47
"Day Shift",4360,2021-02-26,05:50:45,14:03:26,9,465,47
"Day Shift",4361,2021-02-26,05:51:29,13:58:40,8,516,47
"Day Shift",4362,2021-02-26,05:51:52,14:17:44,9,375,46
"Day Shift",4363,2021-02-26,05:52:10,14:09:38,9,382,46
"Day Shift",4364,2021-02-26,05:52:14,14:12:13,9,377,46
"Day Shift",4365,2021-02-26,05:52:40,14:18:59,9,434,46
"Day Shift",4366,2021-02-26,05:52:49,14:14:43,9,360,46
"Day Shift",4367,2021-02-26,05:53:24,14:14:07,9,372,46
"Day Shift",4368,2021-02-26,05:53:42,14:17:04,9,371,46
"Day Shift",4369,2021-02-26,05:54:25,14:13:41,9,376,46
"Day Shift",4370,2021-02-26,05:54:37,14:02:27,9,506,47
"Day Shift",4371,2021-02-26,05:54:45,14:17:38,9,584,46
"Day Shift",4372,2021-02-26,05:55:25,14:00:46,9,494,47
"Day Heavy Shift",4373,2021-02-26,05:55:43,18:00:50,13,513,47
"Day Heavy Shift",4374,2021-02-26,05:56:25,18:04:47,13,475,47
"Day Shift",4375,2021-02-26,05:57:37,14:17:25,9,361,46
"Day Shift",4376,2021-02-26,05:57:54,14:03:37,9,466,47
"Day Shift",4377,2021-02-26,05:58:22,14:16:31,9,435,46
"Day Shift",4378,2021-02-26,05:58:24,13:57:55,8,529,47
"Day Shift",4379,2021-02-26,05:58:30,14:15:24,9,369,46
"Day Shift",4380,2021-02-26,05:59:51,14:14:29,9,368,46
"Day Shift",4381,2021-02-26,05:59:56,14:05:27,9,478,47
"Day Shift",4382,2021-02-26,06:00:01,14:02:20,8,517,47
"Day Heavy Shift",4383,2021-02-26,06:00:07,18:01:31,12,496,47
"Day Heavy Shift",4384,2021-02-26,06:00:13,18:06:23,12,511,47
"Day Heavy Shift",4385,2021-02-26,06:00:18,18:07:52,12,471,47
"Day Shift",4386,2021-02-26,06:00:55,14:17:55,8,370,46
"Day Shift",4387,2021-02-26,06:01:25,14:13:09,8,365,46
"Day Shift",4388,2021-02-26,06:01:39,14:12:46,8,363,46
"Day Shift",4389,2021-02-26,06:01:45,14:16:10,8,366,46
"Day Shift",4390,2021-02-26,06:01:51,14:11:34,8,355,46
"Day Shift",4391,2021-02-26,06:01:59,14:16:19,8,374,46
"Day Shift",4392,2021-02-26,06:02:08,14:17:18,8,383,46
"Day Shift",4393,2021-02-26,06:02:32,14:13:48,8,364,46
"Day Heavy Shift",4394,2021-02-26,06:02:44,18:05:19,12,470,47
"Day Shift",4395,2021-02-26,06:02:50,14:12:26,8,384,46
"Day Shift",4396,2021-02-26,06:03:11,14:01:04,8,573,47
"Day Shift",4397,2021-02-26,06:03:36,14:14:57,8,380,46
"Day Shift",4398,2021-02-26,06:03:47,14:17:14,8,362,46
"Day Shift",4399,2021-02-26,06:09:42,14:10:53,8,538,47
"Day Shift",4400,2021-02-26,06:10:17,13:58:05,7,525,47
"Day Shift",4401,2021-02-26,06:20:53,14:03:32,8,464,47
"Day Shift",4402,2021-02-26,06:35:46,14:30:00,8,459,41
"Day Shift",4402,2021-02-26,06:35:46,14:30:00,8,459,41
"Day Shift",4402,2021-02-26,06:35:46,14:30:00,8,459,41
"Day Shift",4403,2021-02-26,06:35:59,14:30:00,8,437,41
"Day Shift",4403,2021-02-26,06:35:59,14:30:00,8,437,41
"Day Shift",4404,2021-02-26,06:36:27,14:30:00,8,283,41
"Day Shift",4404,2021-02-26,06:36:27,14:30:00,8,283,41
"Day Shift",4404,2021-02-26,06:36:27,14:30:00,8,283,41
"Day Shift",4405,2021-02-26,06:45:44,14:30:00,8,315,41
"Day Shift",4406,2021-02-26,07:05:49,14:45:57,7,413,46
"Day Heavy Shift",4407,2021-02-26,07:09:49,18:11:41,11,495,47
"Day Shift",4408,2021-02-26,07:20:24,15:12:15,8,552,47
"Day Shift",4409,2021-02-26,07:21:55,15:11:58,8,544,47
"Day Heavy Shift",4410,2021-02-26,07:46:38,20:47:08,13,487,47
"Day Heavy Shift",4411,2021-02-26,08:01:41,20:00:06,12,784,50
"Day Heavy Shift",4412,2021-02-26,08:02:15,20:05:53,12,754,50
"Day Heavy Shift",4413,2021-02-26,08:02:36,20:00:00,12,757,50
"Day Heavy Shift",4414,2021-02-26,08:03:40,20:00:42,12,859,50
"Day Heavy Shift",4415,2021-02-26,08:04:13,20:00:52,12,758,50
"Day Heavy Shift",4416,2021-02-26,08:04:23,20:04:59,12,755,50
"Day Heavy Shift",4417,2021-02-26,08:05:36,19:59:10,11,772,50
"Day Heavy Shift",4418,2021-02-26,08:06:44,20:04:05,12,820,50
"Day Heavy Shift",4419,2021-02-26,08:07:52,20:03:53,12,768,50
"Day Heavy Shift",4420,2021-02-26,08:10:00,19:59:03,11,767,50
"Day Heavy Shift",4421,2021-02-26,08:10:08,20:03:00,12,733,50
"Day Heavy Shift",4422,2021-02-26,08:11:34,20:00:00,12,771,50
"Day Heavy Shift",4423,2021-02-26,08:11:58,20:02:06,12,732,50
"Day Heavy Shift",4424,2021-02-26,08:12:18,20:02:31,12,737,50
"Day Shift",4425,2021-02-26,08:21:41,17:00:00,9,545,47
"Day Heavy Shift",4426,2021-02-26,08:28:27,20:30:00,12,690,38
"Day Heavy Shift",4427,2021-02-26,08:30:54,20:30:00,12,689,38
"Day Heavy Shift",4428,2021-02-26,08:31:43,20:32:58,12,684,38
"Day Heavy Shift",4429,2021-02-26,08:37:59,20:21:34,12,682,38
"Day Heavy Shift",4430,2021-02-26,08:45:41,21:00:00,13,819,50
"Day Heavy Shift",4431,2021-02-26,08:49:57,18:05:00,10,578,46
"Day Heavy Shift",4432,2021-02-26,08:53:30,18:01:14,10,387,46
"Day Heavy Shift",4433,2021-02-26,08:55:18,20:59:07,12,486,47
"Day Heavy Shift",4434,2021-02-26,08:56:41,21:00:00,13,818,50
"Day Shift",4435,2021-02-26,08:56:44,17:01:23,9,485,47
"Day Heavy Shift",4436,2021-02-26,08:56:53,18:07:03,10,398,46
"Day Heavy Shift",4437,2021-02-26,08:57:03,21:00:00,13,809,50
"Day Heavy Shift",4438,2021-02-26,08:57:10,21:00:00,13,812,50
"Day Heavy Shift",4439,2021-02-26,08:57:22,18:00:59,10,388,46
"Day Shift",4440,2021-02-26,08:59:19,17:00:07,9,532,47
"Day Heavy Shift",4441,2021-02-26,08:59:45,21:02:03,13,603,46
"Day Shift",4442,2021-02-26,08:59:58,17:04:58,9,482,47
"Day Heavy Shift",4443,2021-02-26,09:00:22,21:01:58,12,604,46
"Day Heavy Shift",4443,2021-02-26,09:00:22,21:01:58,12,604,46
"Day Heavy Shift",4444,2021-02-26,09:00:46,21:02:32,12,313,46
"Day Heavy Shift",4444,2021-02-26,09:00:46,21:02:32,12,313,46
"Day Heavy Shift",4444,2021-02-26,09:00:46,21:02:32,12,313,46
"Day Heavy Shift",4445,2021-02-26,09:01:12,21:02:59,12,600,46
"Day Heavy Shift",4445,2021-02-26,09:01:12,21:02:59,12,600,46
"Day Heavy Shift",4446,2021-02-26,09:01:34,21:02:41,12,717,46
"Day Shift",4447,2021-02-26,09:01:42,17:00:51,8,533,47
"Day Heavy Shift",4448,2021-02-26,09:01:46,19:03:14,10,484,47
"Day Heavy Shift",4449,2021-02-26,09:01:53,19:00:12,10,490,47
"Day Heavy Shift",4450,2021-02-26,09:01:55,21:02:19,12,695,46
"Day Heavy Shift",4451,2021-02-26,09:02:26,21:02:37,12,694,46
"Day Heavy Shift",4452,2021-02-26,09:03:04,21:02:28,12,606,46
"Day Heavy Shift",4453,2021-02-26,09:03:40,21:03:18,12,605,46
"Day Shift",4454,2021-02-26,09:04:17,18:02:15,9,441,42
"Day Shift",4455,2021-02-26,09:04:23,18:04:14,9,442,42
"Day Shift",4456,2021-02-26,09:04:28,18:02:26,9,589,42
"Day Shift",4457,2021-02-26,09:04:33,18:04:06,9,451,42
"Day Shift",4458,2021-02-26,09:04:41,18:06:40,9,455,42
"Day Shift",4459,2021-02-26,09:05:04,18:04:23,9,450,42
"Day Shift",4460,2021-02-26,09:05:43,18:06:23,9,390,46
"Day Heavy Shift",4461,2021-02-26,09:05:48,20:00:00,11,559,42
"Day Heavy Shift",4462,2021-02-26,09:06:27,21:02:23,12,696,46
"Day Heavy Shift",4463,2021-02-26,09:07:04,21:07:43,12,711,46
"Day Heavy Shift",4464,2021-02-26,09:07:39,19:03:11,10,480,47
"Day Heavy Shift",4465,2021-02-26,09:07:50,19:00:25,10,492,47
"Day Shift",4466,2021-02-26,09:08:15,17:49:58,8,400,41
"Day Heavy Shift",4467,2021-02-26,09:08:21,20:02:10,11,401,41
"Day Heavy Shift",4468,2021-02-26,09:08:26,20:02:03,11,402,41
"Day Shift",4469,2021-02-26,09:08:43,12:56:07,3,481,47
"Day Shift",4470,2021-02-26,09:10:50,18:54:52,9,531,47
"Day Heavy Shift",4471,2021-02-26,09:11:00,20:00:00,11,448,42
"Day Heavy Shift",4472,2021-02-26,09:11:13,20:01:54,11,405,41
"Day Heavy Shift",4473,2021-02-26,09:11:19,20:00:00,11,445,42
"Day Shift",4474,2021-02-26,09:11:59,18:04:53,9,571,42
"Day Heavy Shift",4475,2021-02-26,09:12:21,20:00:00,11,447,42
"Day Shift",4476,2021-02-26,09:13:57,17:31:51,8,530,47
"Day Shift",4477,2021-02-26,09:14:46,17:00:47,8,536,47
"Day Heavy Shift",4478,2021-02-26,09:17:45,21:03:07,12,595,46
"Day Heavy Shift",4478,2021-02-26,09:17:45,21:03:07,12,595,46
"Day Heavy Shift",4479,2021-02-26,09:19:48,20:00:00,11,449,42
"Day Shift",4480,2021-02-26,09:26:11,18:06:14,9,393,46
"Day Shift",4481,2021-02-26,09:27:42,17:00:31,8,534,47
"Day Heavy Shift",4482,2021-02-26,09:30:46,20:00:00,11,557,42
"Day Shift",4483,2021-02-26,09:33:15,18:15:36,9,543,47
"Day Heavy Shift",4484,2021-02-26,09:33:40,19:30:52,10,553,47
"Day Heavy Shift",4485,2021-02-26,09:35:50,22:00:00,13,790,50
"Day Heavy Shift",4486,2021-02-26,09:36:29,19:08:48,10,542,47
"Day Heavy Shift",4487,2021-02-26,09:42:36,20:11:29,11,396,46
"Day Shift",4488,2021-02-26,09:44:46,18:33:31,9,549,47
"Day Heavy Shift",4489,2021-02-26,09:44:50,19:41:04,10,556,47
"Day Heavy Shift",4490,2021-02-26,09:45:18,19:00:58,10,551,47
"Day Shift",4491,2021-02-26,09:46:06,14:45:13,5,503,47
"Day Heavy Shift",4492,2021-02-26,09:46:58,22:00:00,13,776,50
"Day Heavy Shift",4493,2021-02-26,09:48:29,22:00:00,13,753,50
"Day Shift",4494,2021-02-26,09:51:51,18:39:07,9,546,47
"Day Shift",4495,2021-02-26,09:52:08,18:34:07,9,555,47
"Day Heavy Shift",4496,2021-02-26,09:53:08,22:00:00,13,788,50
"Day Heavy Shift",4497,2021-02-26,09:54:47,22:00:00,13,787,50
"Day Heavy Shift",4498,2021-02-26,09:56:08,22:00:00,13,775,50
"Day Heavy Shift",4499,2021-02-26,09:59:51,22:00:00,13,769,50
"Day Heavy Shift",4500,2021-02-26,10:01:33,22:00:00,12,801,50
"Day Heavy Shift",4501,2021-02-26,10:01:36,22:11:33,12,509,47
"Day Heavy Shift",4502,2021-02-26,10:11:58,22:30:39,12,499,47
"Day Heavy Shift",4503,2021-02-26,10:14:08,22:00:00,12,796,50
"Day Shift",4504,2021-02-26,10:27:26,19:03:43,9,541,47
"Day Shift",4505,2021-02-26,11:09:17,20:07:50,9,554,47
"Day Shift",4506,2021-02-26,11:55:53,20:07:20,9,550,47
"Day Shift",4507,2021-02-26,12:09:51,18:21:36,6,394,46
"Day Heavy Shift",4508,2021-02-26,12:15:49,22:08:31,10,479,47
"Day Shift",4509,2021-02-26,13:34:50,22:16:22,9,336,46
"Day Shift",4510,2021-02-26,13:38:10,22:18:31,9,339,46
"Day Shift",4511,2021-02-26,13:38:17,22:16:57,9,335,46
"Day Shift",4512,2021-02-26,13:38:43,22:18:28,9,333,46
"Day Shift",4513,2021-02-26,13:38:49,22:18:04,9,342,46
"Day Shift",4514,2021-02-26,13:42:43,22:18:56,9,334,46
"Day Shift",4515,2021-02-26,13:42:51,21:52:51,8,527,47
"Day Shift",4516,2021-02-26,13:44:27,22:00:16,9,498,47
"Day Shift",4517,2021-02-26,13:44:35,22:18:11,9,349,46
"Day Shift",4518,2021-02-26,13:45:32,22:18:38,9,345,46
"Day Shift",4519,2021-02-26,13:45:44,22:16:07,9,347,46
"Day Shift",4520,2021-02-26,13:46:02,22:16:00,9,565,46
"Day Shift",4521,2021-02-26,13:47:02,22:17:59,9,337,46
"Day Shift",4522,2021-02-26,13:47:46,22:15:41,9,350,46
"Day Shift",4523,2021-02-26,13:47:54,22:18:50,9,343,46
"Day Shift",4524,2021-02-26,13:48:03,22:18:42,9,358,46
"Day Shift",4525,2021-02-26,13:48:18,22:18:46,9,346,46
"Day Shift",4526,2021-02-26,13:48:50,22:03:19,9,477,47
"Day Shift",4527,2021-02-26,13:49:04,22:18:34,9,585,46
"Day Shift",4528,2021-02-26,13:49:13,22:17:25,9,566,46
"Day Shift",4529,2021-02-26,13:49:22,22:17:17,9,344,46
"Day Shift",4530,2021-02-26,13:51:04,22:00:36,9,461,47
"Day Shift",4531,2021-02-26,13:51:18,22:18:53,9,348,46
"Day Shift",4532,2021-02-26,13:51:26,22:17:31,9,338,46
"Day Shift",4533,2021-02-26,13:51:44,22:15:35,9,341,46
"Day Shift",4534,2021-02-26,13:52:02,22:00:11,9,518,47
"Day Shift",4535,2021-02-26,13:52:59,22:00:50,9,519,47
"Day Shift",4536,2021-02-26,13:54:14,22:06:48,9,460,47
"Day Shift",4537,2021-02-26,13:54:18,22:00:19,9,502,47
"Day Shift",4538,2021-02-26,13:54:23,22:00:33,9,512,47
"Day Shift",4539,2021-02-26,13:54:23,22:24:57,9,427,46
"Day Shift",4540,2021-02-26,13:54:32,22:17:03,9,395,46
"Day Shift",4541,2021-02-26,13:55:26,22:16:51,9,353,46
"Day Shift",4542,2021-02-26,13:55:34,22:16:38,9,391,46
"Day Shift",4543,2021-02-26,13:56:30,22:18:59,9,356,46
"Day Shift",4544,2021-02-26,13:56:39,22:03:52,9,725,38
"Day Shift",4545,2021-02-26,13:56:51,22:00:00,9,169,38
"Day Shift",4546,2021-02-26,13:58:27,22:17:08,9,352,46
"Day Shift",4547,2021-02-26,13:58:40,22:03:38,9,594,38
"Day Shift",4548,2021-02-26,14:00:35,22:00:04,8,537,47
"Day Shift",4549,2021-02-26,14:08:48,22:00:00,8,340,46
"Day Shift",4550,2021-02-26,14:09:02,21:16:20,7,399,46
"Day Shift",4551,2021-02-26,14:11:43,22:10:48,8,330,41
"Day Shift",4552,2021-02-26,14:11:53,22:15:08,8,329,41
"Day Heavy Shift",4553,2021-02-26,17:18:06,06:00:00,11,469,47
"Day Heavy Shift",4554,2021-02-26,17:47:59,06:10:41,11,474,47
"Day Heavy Shift",4555,2021-02-26,17:50:26,06:12:22,11,473,47
"Day Heavy Shift",4556,2021-02-26,17:52:10,06:05:19,11,515,47
"Day Heavy Shift",4557,2021-02-26,17:56:18,06:05:23,11,520,47
"Day Heavy Shift",4558,2021-02-26,17:59:08,06:10:35,11,468,47
"Day Heavy Shift",4559,2021-02-26,18:44:00,07:13:13,11,488,47
"Day Heavy Shift",4560,2021-02-26,19:53:13,08:00:00,11,810,50
"Day Heavy Shift",4561,2021-02-26,19:55:12,08:00:55,11,843,50
"Day Heavy Shift",4562,2021-02-26,19:57:40,08:01:32,11,839,50
"Day Heavy Shift",4563,2021-02-26,19:59:22,08:01:06,11,837,50
"Night Heavy Shift",4564,2021-02-26,20:01:12,08:00:00,12,761,50
"Night Heavy Shift",4565,2021-02-26,20:04:41,08:00:00,12,765,50
"Night Heavy Shift",4566,2021-02-26,20:04:53,08:00:00,12,759,50
"Night Heavy Shift",4567,2021-02-26,20:06:06,05:00:00,15,575,42
"Night Heavy Shift",4568,2021-02-26,20:07:52,04:53:51,16,723,42
"Night Heavy Shift",4569,2021-02-26,20:08:15,05:20:07,15,410,42
"Night Heavy Shift",4570,2021-02-26,20:09:42,05:18:58,15,560,42
"Night Heavy Shift",4571,2021-02-26,20:12:38,05:19:10,15,299,42
"Night Heavy Shift",4572,2021-02-26,20:32:01,08:36:17,12,683,38
"Night Heavy Shift",4573,2021-02-26,20:32:23,08:30:00,12,687,38
"Night Heavy Shift",4574,2021-02-26,20:33:42,08:39:06,12,684,38
"Night Heavy Shift",4575,2021-02-26,21:02:51,08:50:32,13,598,46
"Night Heavy Shift",4575,2021-02-26,21:02:51,08:50:32,13,598,46
"Night Heavy Shift",4576,2021-02-26,21:14:40,06:04:59,15,170,38
"Night Heavy Shift",4577,2021-02-26,21:14:54,06:05:17,15,602,38
"Night Heavy Shift",4578,2021-02-26,21:15:15,06:00:00,15,581,38
"Night Heavy Shift",4579,2021-02-26,21:29:10,06:24:43,15,433,46
"Night Heavy Shift",4580,2021-02-26,21:31:09,05:54:47,16,491,47
"Night Heavy Shift",4581,2021-02-26,21:31:49,05:55:14,16,524,47
"Night Heavy Shift",4582,2021-02-26,21:36:56,06:22:04,15,419,46
"Night Heavy Shift",4583,2021-02-26,21:37:00,06:23:13,15,563,46
"Night Heavy Shift",4584,2021-02-26,21:37:25,06:25:06,15,424,46
"Night Heavy Shift",4585,2021-02-26,21:41:00,06:23:50,15,415,46
"Night Heavy Shift",4586,2021-02-26,21:41:06,06:29:20,15,418,46
"Night Heavy Shift",4587,2021-02-26,21:41:13,06:23:18,15,416,46
"Night Heavy Shift",4588,2021-02-26,21:41:15,06:28:53,15,417,46
"Night Heavy Shift",4589,2021-02-26,21:42:43,06:21:56,15,423,46
"Night Heavy Shift",4590,2021-02-26,21:42:52,06:00:00,15,593,38
"Night Heavy Shift",4591,2021-02-26,21:43:20,06:28:29,15,577,46
"Night Heavy Shift",4592,2021-02-26,21:43:23,06:22:12,15,432,46
"Night Heavy Shift",4593,2021-02-26,21:43:27,06:25:23,15,421,46
"Night Heavy Shift",4594,2021-02-26,21:43:42,06:24:08,15,564,46
"Night Heavy Shift",4595,2021-02-26,21:43:48,06:22:46,15,579,46
"Night Heavy Shift",4596,2021-02-26,21:45:10,06:24:17,15,422,46
"Night Heavy Shift",4597,2021-02-26,21:45:22,06:31:02,15,420,46
"Night Heavy Shift",4598,2021-02-26,21:46:52,06:27:03,15,586,46
"Night Heavy Shift",4599,2021-02-26,21:46:55,06:27:24,15,385,46
"Night Heavy Shift",4600,2021-02-26,21:47:36,05:54:09,16,526,47
"Night Heavy Shift",4601,2021-02-26,21:48:29,06:24:01,15,425,46
"Night Heavy Shift",4602,2021-02-26,21:48:46,06:23:07,15,426,46
"Night Heavy Shift",4603,2021-02-26,21:49:12,06:10:17,15,462,47
"Night Heavy Shift",4604,2021-02-26,21:49:49,06:45:04,15,386,46
"Night Heavy Shift",4605,2021-02-26,21:52:23,06:22:08,15,428,46
"Night Heavy Shift",4606,2021-02-26,21:52:32,06:00:00,15,582,38
"Night Heavy Shift",4607,2021-02-26,21:52:42,06:24:34,15,431,46
"Night Heavy Shift",4608,2021-02-26,21:52:42,06:00:00,15,587,38
"Night Heavy Shift",4609,2021-02-26,21:53:00,06:00:00,15,580,38
"Night Heavy Shift",4610,2021-02-26,21:54:19,06:31:07,15,430,46
"Night Heavy Shift",4611,2021-02-26,21:55:14,06:10:29,15,463,47
"Night Heavy Shift",4612,2021-02-26,21:55:34,06:00:28,15,528,47
"Night Heavy Shift",4613,2021-02-26,21:56:28,06:00:24,15,510,47
"Night Heavy Shift",4614,2021-02-26,21:58:43,05:54:44,16,523,47
"Night Heavy Shift",4615,2021-02-26,22:05:09,05:58:37,17,521,47
"Night Heavy Shift",4616,2021-02-26,22:15:52,06:43:42,16,412,46
"Day Shift",4617,2021-02-27,05:18:21,08:00:00,3,436,42
"Day Shift",4618,2021-02-27,05:20:54,08:00:00,3,301,42
"Day Shift",4619,2021-02-27,05:39:35,13:57:41,8,497,47
"Day Shift",4620,2021-02-27,05:41:05,14:18:02,9,379,46
"Day Shift",4621,2021-02-27,05:41:20,14:16:19,9,584,46
"Day Heavy Shift",4622,2021-02-27,05:43:34,18:04:47,13,475,47
"Day Shift",4623,2021-02-27,05:45:56,13:58:04,8,539,47
"Day Shift",4624,2021-02-27,05:47:04,14:16:37,9,381,46
"Day Shift",4625,2021-02-27,05:49:16,14:47:38,9,434,46
"Day Shift",4626,2021-02-27,05:49:21,14:15:19,9,382,46
"Day Shift",4627,2021-02-27,05:49:33,14:17:53,9,372,46
"Day Shift",4628,2021-02-27,05:49:41,14:15:41,9,376,46
"Day Shift",4629,2021-02-27,05:49:49,14:14:17,9,360,46
"Day Shift",4630,2021-02-27,05:50:25,13:58:19,8,506,47
"Day Shift",4631,2021-02-27,05:50:52,14:18:25,9,371,46
"Day Shift",4632,2021-02-27,05:52:12,13:58:23,8,516,47
"Day Shift",4633,2021-02-27,05:52:45,14:18:20,9,375,46
"Day Shift",4634,2021-02-27,05:52:52,14:17:33,9,383,46
"Day Shift",4635,2021-02-27,05:53:08,14:01:14,9,494,47
"Day Shift",4636,2021-02-27,05:53:17,14:14:48,9,435,46
"Day Shift",4637,2021-02-27,05:53:33,14:16:43,9,377,46
"Day Shift",4638,2021-02-27,05:53:40,14:14:41,9,361,46
"Day Shift",4639,2021-02-27,05:53:46,14:04:23,9,465,47
"Day Shift",4640,2021-02-27,05:53:52,14:18:08,9,363,46
"Day Heavy Shift",4641,2021-02-27,05:53:55,18:02:25,13,511,47
"Day Shift",4642,2021-02-27,05:54:04,14:18:33,9,370,46
"Day Shift",4643,2021-02-27,05:56:25,14:15:47,9,336,46
"Day Shift",4644,2021-02-27,05:56:30,14:12:57,9,355,46
"Day Shift",4645,2021-02-27,05:57:42,11:45:32,6,513,47
"Day Heavy Shift",4646,2021-02-27,05:57:45,18:05:08,13,472,47
"Day Heavy Shift",4647,2021-02-27,05:57:49,18:11:12,13,471,47
"Day Heavy Shift",4648,2021-02-27,05:58:04,18:00:29,13,496,47
"Day Heavy Shift",4649,2021-02-27,05:58:18,18:13:49,13,507,47
"Day Shift",4650,2021-02-27,05:59:20,14:01:27,9,478,47
"Day Shift",4651,2021-02-27,05:59:25,13:58:09,8,529,47
"Day Shift",4652,2021-02-27,05:59:27,14:13:19,9,364,46
"Day Shift",4653,2021-02-27,05:59:31,14:12:35,9,365,46
"Day Shift",4654,2021-02-27,05:59:36,14:18:41,9,374,46
"Day Shift",4655,2021-02-27,06:00:19,14:12:24,8,368,46
"Day Shift",4656,2021-02-27,06:00:24,14:16:59,8,380,46
"Day Heavy Shift",4657,2021-02-27,06:01:13,18:28:16,12,466,47
"Day Shift",4658,2021-02-27,06:02:05,14:12:06,8,384,46
"Day Shift",4659,2021-02-27,06:03:42,13:59:50,7,573,47
"Day Shift",4660,2021-02-27,06:04:23,13:59:58,7,517,47
"Day Shift",4661,2021-02-27,06:06:30,14:47:49,8,413,46
"Day Shift",4662,2021-02-27,06:06:44,14:12:16,8,366,46
"Day Shift",4663,2021-02-27,06:07:43,14:16:11,8,362,46
"Day Heavy Shift",4664,2021-02-27,06:08:29,18:28:10,12,470,47
"Day Shift",4665,2021-02-27,06:09:30,14:03:53,8,464,47
"Day Shift",4666,2021-02-27,06:14:15,13:57:50,7,525,47
"Day Shift",4667,2021-02-27,06:40:10,14:30:00,8,437,41
"Day Shift",4667,2021-02-27,06:40:10,14:30:00,8,437,41
"Day Shift",4668,2021-02-27,06:40:23,14:30:00,8,459,41
"Day Shift",4668,2021-02-27,06:40:23,14:30:00,8,459,41
"Day Shift",4668,2021-02-27,06:40:23,14:30:00,8,459,41
"Day Shift",4669,2021-02-27,06:40:43,14:30:00,8,283,41
"Day Shift",4669,2021-02-27,06:40:43,14:30:00,8,283,41
"Day Shift",4669,2021-02-27,06:40:43,14:30:00,8,283,41
"Day Shift",4670,2021-02-27,06:42:19,14:30:00,8,608,41
"Day Shift",4671,2021-02-27,06:44:45,14:17:42,8,412,46
"Day Shift",4672,2021-02-27,06:56:42,14:30:00,8,315,41
"Day Heavy Shift",4673,2021-02-27,06:59:40,19:37:38,13,499,47
"Day Shift",4674,2021-02-27,07:03:38,15:07:18,8,552,47
"Day Shift",4675,2021-02-27,07:03:42,15:02:14,8,544,47
"Day Heavy Shift",4676,2021-02-27,07:53:59,19:57:52,12,487,47
"Day Heavy Shift",4677,2021-02-27,07:57:09,18:31:26,11,394,46
"Day Heavy Shift",4678,2021-02-27,07:58:53,19:56:33,12,824,50
"Day Heavy Shift",4679,2021-02-27,07:58:58,19:56:44,12,823,50
"Day Heavy Shift",4680,2021-02-27,07:59:04,20:01:15,13,760,50
"Day Heavy Shift",4681,2021-02-27,07:59:11,19:59:31,12,853,50
"Day Heavy Shift",4682,2021-02-27,07:59:17,19:56:50,12,822,50
"Day Heavy Shift",4683,2021-02-27,07:59:22,20:00:00,13,838,50
"Day Heavy Shift",4684,2021-02-27,07:59:24,19:57:43,12,821,50
"Day Heavy Shift",4685,2021-02-27,07:59:55,20:01:21,13,756,50
"Day Heavy Shift",4686,2021-02-27,08:00:23,20:04:40,12,745,50
"Day Heavy Shift",4687,2021-02-27,08:00:36,20:00:00,12,814,50
"Day Heavy Shift",4688,2021-02-27,08:01:16,20:00:00,12,731,50
"Day Heavy Shift",4689,2021-02-27,08:01:25,20:04:49,12,772,50
"Day Heavy Shift",4690,2021-02-27,08:01:37,20:05:21,12,784,50
"Day Heavy Shift",4691,2021-02-27,08:01:43,20:00:00,12,757,50
"Day Heavy Shift",4692,2021-02-27,08:01:49,20:08:40,12,768,50
"Day Heavy Shift",4693,2021-02-27,08:01:55,20:06:46,12,826,50
"Day Heavy Shift",4694,2021-02-27,08:02:10,20:00:00,12,762,50
"Day Heavy Shift",4695,2021-02-27,08:02:19,20:07:15,12,732,50
"Day Heavy Shift",4696,2021-02-27,08:02:43,20:07:32,12,754,50
"Day Heavy Shift",4697,2021-02-27,08:03:00,20:00:00,12,859,50
"Day Heavy Shift",4698,2021-02-27,08:03:15,19:58:25,11,758,50
"Day Heavy Shift",4699,2021-02-27,08:35:52,19:34:06,11,682,38
"Day Shift",4700,2021-02-27,08:46:31,17:00:00,9,545,47
"Day Heavy Shift",4701,2021-02-27,08:49:58,21:01:40,13,595,46
"Day Heavy Shift",4701,2021-02-27,08:49:58,21:01:40,13,595,46
"Day Heavy Shift",4702,2021-02-27,08:50:22,21:00:00,13,812,50
"Day Heavy Shift",4703,2021-02-27,08:50:25,18:04:01,10,390,46
"Day Heavy Shift",4704,2021-02-27,08:50:37,21:01:59,13,606,46
"Day Heavy Shift",4705,2021-02-27,08:53:21,21:00:45,13,717,46
"Day Heavy Shift",4706,2021-02-27,08:53:28,21:00:09,13,604,46
"Day Heavy Shift",4706,2021-02-27,08:53:28,21:00:09,13,604,46
"Day Heavy Shift",4707,2021-02-27,08:53:34,21:00:39,13,600,46
"Day Heavy Shift",4707,2021-02-27,08:53:34,21:00:39,13,600,46
"Day Heavy Shift",4708,2021-02-27,08:53:41,21:00:05,13,603,46
