"Shift ID",Date,"Worker ID",shift_created_date,shift_created_time,shift_confirmed_date,shift_confirmed_time,time_taken,days_taken
4519,2021-02-26,347,2021-02-25,02:30:08.397793,2021-02-26,13:43:15,11,0
4520,2021-02-26,565,2021-02-26,13:46:02.616225,2021-02-26,13:46:02,0,0
4521,2021-02-26,337,2021-02-25,02:30:08.192912,2021-02-26,13:45:30,11,0
4522,2021-02-26,350,2021-02-25,02:30:08.480640,2021-02-26,13:47:34,11,0
4523,2021-02-26,343,2021-02-25,02:30:08.294342,2021-02-26,13:46:16,11,0
4524,2021-02-26,358,2021-02-25,02:30:08.672515,2021-02-26,13:46:28,11,0
4525,2021-02-26,346,2021-02-25,02:30:08.368480,2021-02-26,13:46:06,11,0
4526,2021-02-26,477,2021-02-25,02:30:11.950057,NULL,NULL,NULL,NULL
4527,2021-02-26,585,2021-02-25,02:30:08.850385,2021-02-25,02:30:08,0,0
4528,2021-02-26,566,2021-02-25,02:30:08.829893,2021-02-26,13:48:59,11,0
4529,2021-02-26,344,2021-02-25,02:30:08.313944,2021-02-26,13:47:04,11,0
4530,2021-02-26,461,2021-02-26,13:51:04.605443,2021-02-26,13:51:04,0,0
4531,2021-02-26,348,2021-02-25,02:30:08.425944,2021-02-26,13:50:46,11,0
4532,2021-02-26,338,2021-02-25,02:30:08.212739,NULL,NULL,NULL,NULL
4533,2021-02-26,341,2021-02-25,02:30:08.254158,2021-02-26,13:51:35,11,0
4534,2021-02-26,518,2021-02-25,02:30:12.056221,NULL,NULL,NULL,NULL
4535,2021-02-26,519,2021-02-25,02:30:12.073639,NULL,NULL,NULL,NULL
4536,2021-02-26,460,2021-02-26,13:54:14.647062,2021-02-26,13:54:14,0,0
4537,2021-02-26,502,2021-02-26,13:54:18.961187,2021-02-26,13:54:18,0,0
4538,2021-02-26,512,2021-02-25,02:30:12.038423,NULL,NULL,NULL,NULL
4539,2021-02-26,427,2021-02-26,13:54:23.874267,2021-02-26,13:54:23,0,0
4540,2021-02-26,395,2021-02-25,02:30:08.768719,2021-02-26,13:52:44,11,0
4541,2021-02-26,353,2021-02-25,02:30:08.560921,2021-02-26,13:54:14,11,0
4542,2021-02-26,391,2021-02-25,02:30:08.747518,2021-02-25,02:30:08,0,0
4543,2021-02-26,356,2021-02-25,02:30:08.620219,2021-02-26,13:50:22,11,0
4544,2021-02-26,725,2021-02-25,02:30:13.764279,2021-02-26,13:55:48,11,0
4545,2021-02-26,169,2021-02-25,02:30:13.318723,NULL,NULL,NULL,NULL
4546,2021-02-26,352,2021-02-25,02:30:08.533429,2021-02-26,13:58:06,11,0
4547,2021-02-26,594,2021-02-25,02:30:13.337061,2021-02-25,02:30:13,0,0
4548,2021-02-26,537,2021-02-26,14:00:35.422820,2021-02-26,14:00:35,0,0
4549,2021-02-26,340,2021-02-26,14:08:48.004893,2021-02-26,14:08:48,0,0
4550,2021-02-26,399,2021-02-26,14:09:02.773099,2021-02-26,14:09:02,0,0
4551,2021-02-26,330,2021-02-26,14:11:43.469653,2021-02-26,14:11:43,0,0
4552,2021-02-26,329,2021-02-26,14:11:53.872418,2021-02-26,14:11:53,0,0
4553,2021-02-26,469,2021-02-25,02:30:12.662037,2021-02-26,17:17:56,15,0
4554,2021-02-26,474,2021-02-25,02:30:12.717893,NULL,NULL,NULL,NULL
4555,2021-02-26,473,2021-02-25,02:30:12.699531,2021-02-26,17:50:19,15,0
4556,2021-02-26,515,2021-02-25,02:30:12.871029,NULL,NULL,NULL,NULL
4557,2021-02-26,520,2021-02-25,02:30:12.890570,NULL,NULL,NULL,NULL
4558,2021-02-26,468,2021-02-25,02:30:12.643044,2021-02-26,17:59:08,15,0
4559,2021-02-26,488,2021-02-26,18:44:00.232575,2021-02-26,18:44:00,0,0
4560,2021-02-26,810,2021-02-26,19:53:13.770863,2021-02-26,19:53:13,0,0
4561,2021-02-26,843,2021-02-25,11:07:07.138967,2021-02-26,19:54:50,8,0
4562,2021-02-26,839,2021-02-25,11:07:06.935769,2021-02-25,20:41:36,9,0
4563,2021-02-26,837,2021-02-25,11:07:06.844134,2021-02-26,08:01:12,3,0
4564,2021-02-26,761,2021-02-26,20:01:12.506802,2021-02-26,20:01:12,0,0
4565,2021-02-26,765,2021-02-25,11:07:04.095713,NULL,NULL,NULL,NULL
4566,2021-02-26,759,2021-02-26,20:04:53.304826,2021-02-26,20:04:53,0,0
4567,2021-02-26,575,2021-02-25,02:30:10.579596,2021-02-26,20:05:47,18,0
4568,2021-02-26,723,2021-02-25,02:30:10.616656,2021-02-26,20:07:23,18,0
4569,2021-02-26,410,2021-02-25,02:30:10.505035,2021-02-26,20:07:43,18,0
4570,2021-02-26,560,2021-02-25,02:30:10.542338,2021-02-26,20:09:03,18,0
4571,2021-02-26,299,2021-02-25,02:30:10.411109,2021-02-26,20:04:35,18,0
4572,2021-02-26,683,2021-02-26,20:32:01.175625,2021-02-26,20:32:01,0,0
4573,2021-02-26,687,2021-02-25,02:30:14.582686,2021-02-26,20:31:58,18,0
4574,2021-02-26,684,2021-02-26,20:33:42.940655,2021-02-26,20:33:42,0,0
4575,2021-02-26,598,2021-02-26,21:02:51.763898,2021-02-26,21:02:51,0,0
4575,2021-02-26,598,2021-02-26,21:02:51.763898,2021-02-26,21:02:51,0,0
4576,2021-02-26,170,2021-02-25,02:30:13.812053,2021-02-25,02:30:13,0,0
4577,2021-02-26,602,2021-02-25,02:30:13.926599,2021-02-26,21:14:41,19,0
4578,2021-02-26,581,2021-02-25,02:30:13.830047,NULL,NULL,NULL,NULL
4579,2021-02-26,433,2021-02-25,02:30:09.329083,2021-02-26,21:28:31,19,0
4580,2021-02-26,491,2021-02-26,21:31:09.429404,2021-02-26,21:31:09,0,0
4581,2021-02-26,524,2021-02-25,02:30:12.320074,NULL,NULL,NULL,NULL
4582,2021-02-26,419,2021-02-25,02:30:09.063300,NULL,NULL,NULL,NULL
4583,2021-02-26,563,2021-02-25,02:30:09.367900,2021-02-26,21:36:50,19,0
4584,2021-02-26,424,2021-02-25,02:30:09.159939,2021-02-26,21:37:13,19,0
4585,2021-02-26,415,2021-02-25,02:30:08.980926,2021-02-26,21:40:46,19,0
4586,2021-02-26,418,2021-02-25,02:30:09.043362,NULL,NULL,NULL,NULL
4587,2021-02-26,416,2021-02-25,02:30:09.001532,2021-02-26,21:39:57,19,0
4588,2021-02-26,417,2021-02-25,02:30:09.023821,NULL,NULL,NULL,NULL
4589,2021-02-26,423,2021-02-25,02:30:09.140249,NULL,NULL,NULL,NULL
4590,2021-02-26,593,2021-02-25,02:30:13.907339,NULL,NULL,NULL,NULL
4591,2021-02-26,577,2021-02-25,02:30:09.463472,2021-02-25,02:30:09,0,0
4592,2021-02-26,432,2021-02-25,02:30:09.309816,NULL,NULL,NULL,NULL
4593,2021-02-26,421,2021-02-25,02:30:09.101873,2021-02-25,21:44:01,19,0
4594,2021-02-26,564,2021-02-25,02:30:09.387092,2021-02-25,02:30:09,0,0
4595,2021-02-26,579,2021-02-25,02:30:09.481812,2021-02-25,02:30:09,0,0
4596,2021-02-26,422,2021-02-25,02:30:09.120840,2021-02-26,21:44:34,19,0
4597,2021-02-26,420,2021-02-25,02:30:09.082569,2021-02-26,21:41:50,19,0
4598,2021-02-26,586,2021-02-26,21:46:52.170307,2021-02-26,21:46:52,0,0
4599,2021-02-26,385,2021-02-25,02:30:08.903291,NULL,NULL,NULL,NULL
4600,2021-02-26,526,2021-02-25,02:30:12.338236,NULL,NULL,NULL,NULL
4601,2021-02-26,425,2021-02-25,02:30:09.178752,2021-02-26,21:47:36,19,0
4602,2021-02-26,426,2021-02-25,02:30:09.197455,2021-02-26,21:48:23,19,0
4603,2021-02-26,462,2021-02-25,02:30:12.140702,NULL,NULL,NULL,NULL
4604,2021-02-26,386,2021-02-25,02:30:08.922976,NULL,NULL,NULL,NULL
4605,2021-02-26,428,2021-02-25,02:30:09.216893,2021-02-26,21:52:23,19,0
4606,2021-02-26,582,2021-02-25,02:30:13.849120,2021-02-25,02:30:13,0,0
4607,2021-02-26,431,2021-02-25,02:30:09.272970,2021-02-26,21:51:39,19,0
4608,2021-02-26,587,2021-02-25,02:30:13.887385,2021-02-25,02:30:13,0,0
4609,2021-02-26,580,2021-02-25,02:30:13.868790,NULL,NULL,NULL,NULL
4610,2021-02-26,430,2021-02-25,02:30:09.253998,2021-02-26,21:54:05,19,0
4611,2021-02-26,463,2021-02-25,02:30:12.158735,NULL,NULL,NULL,NULL
4612,2021-02-26,528,2021-02-25,02:30:12.356710,NULL,NULL,NULL,NULL
4613,2021-02-26,510,2021-02-25,02:30:12.244068,NULL,NULL,NULL,NULL
4614,2021-02-26,523,2021-02-25,02:30:12.301162,NULL,NULL,NULL,NULL
4615,2021-02-26,521,2021-02-25,02:30:12.282592,NULL,NULL,NULL,NULL
4616,2021-02-26,412,2021-02-25,02:30:08.961321,2021-02-26,22:15:42,20,0
4617,2021-02-27,436,2021-02-27,05:18:21.940219,2021-02-27,05:18:21,0,0
4618,2021-02-27,301,2021-02-27,05:20:54.491248,2021-02-27,05:20:54,0,0
4619,2021-02-27,497,2021-02-26,02:30:11.839467,NULL,NULL,NULL,NULL
4620,2021-02-27,379,2021-02-26,02:30:08.021887,2021-02-27,05:40:55,3,0
4621,2021-02-27,584,2021-02-27,05:41:20.760975,2021-02-27,05:41:20,0,0
4622,2021-02-27,475,2021-02-27,05:43:34.059845,2021-02-27,05:43:34,0,0
4623,2021-02-27,539,2021-02-27,05:45:56.980155,2021-02-27,05:45:56,0,0
4624,2021-02-27,381,2021-02-26,02:30:08.060724,2021-02-26,02:30:08,0,0
4625,2021-02-27,434,2021-02-27,05:49:16.597989,2021-02-27,05:49:16,0,0
4626,2021-02-27,382,2021-02-26,02:30:08.079598,NULL,NULL,NULL,NULL
4627,2021-02-27,372,2021-02-26,02:30:07.892778,2021-02-27,05:48:52,3,0
4628,2021-02-27,376,2021-02-26,02:30:07.965873,2021-02-27,05:48:35,3,0
4629,2021-02-27,360,2021-02-26,02:30:07.682025,2021-02-27,05:48:59,3,0
4630,2021-02-27,506,2021-02-26,02:30:11.858013,NULL,NULL,NULL,NULL
4631,2021-02-27,371,2021-02-27,05:50:52.316912,2021-02-27,05:50:52,0,0
4632,2021-02-27,516,2021-02-26,02:30:11.895094,NULL,NULL,NULL,NULL
4633,2021-02-27,375,2021-02-26,02:30:07.947431,2021-02-27,05:52:34,3,0
4634,2021-02-27,383,2021-02-26,02:30:08.098798,2021-02-26,06:02:04,4,0
4635,2021-02-27,494,2021-02-26,02:30:11.821456,2021-02-26,05:55:14,3,0
4636,2021-02-27,435,2021-02-26,02:30:08.156428,2021-02-27,05:53:10,3,0
4637,2021-02-27,377,2021-02-26,02:30:07.983969,NULL,NULL,NULL,NULL
4638,2021-02-27,361,2021-02-26,02:30:07.700532,2021-02-27,05:50:52,3,0
4639,2021-02-27,465,2021-02-26,02:30:11.747583,NULL,NULL,NULL,NULL
4640,2021-02-27,363,2021-02-26,02:30:07.736767,2021-02-27,05:53:43,3,0
4641,2021-02-27,511,2021-02-26,02:30:12.609171,NULL,NULL,NULL,NULL
4642,2021-02-27,370,2021-02-26,02:30:07.874107,2021-02-27,05:53:35,3,0
4643,2021-02-27,336,2021-02-27,05:56:25.303081,2021-02-27,05:56:25,0,0
4644,2021-02-27,355,2021-02-26,02:30:07.644749,2021-02-27,05:56:22,3,0
4645,2021-02-27,513,2021-02-26,02:30:12.626295,NULL,NULL,NULL,NULL
4646,2021-02-27,472,2021-02-27,05:57:45.367175,2021-02-27,05:57:45,0,0
4647,2021-02-27,471,2021-02-26,02:30:12.522585,2021-02-26,06:00:15,4,0
4648,2021-02-27,496,2021-02-26,02:30:12.557852,NULL,NULL,NULL,NULL
4649,2021-02-27,507,2021-02-26,02:30:12.592218,2021-02-26,07:09:46,5,0
4650,2021-02-27,478,2021-02-26,02:30:11.784605,NULL,NULL,NULL,NULL
