"Shift ID",Date,"Worker ID",shift_created_date,shift_created_time,shift_confirmed_date,shift_confirmed_time,time_taken,days_taken
7280,2021-03-09,545,2021-03-08,02:30:10.391395,2021-03-09,08:52:48,6,0
7281,2021-03-09,885,2021-03-09,08:53:11.831105,2021-03-09,08:53:11,0,0
7281,2021-03-09,885,2021-03-09,08:53:11.831105,2021-03-09,08:53:11,0,0
7282,2021-03-09,884,2021-03-09,08:53:26.056501,2021-03-09,08:53:26,0,0
7282,2021-03-09,884,2021-03-09,08:53:26.056501,2021-03-09,08:53:26,0,0
7283,2021-03-09,891,2021-03-08,02:30:15.036487,2021-03-08,02:30:15,0,0
7283,2021-03-09,891,2021-03-08,02:30:15.036487,2021-03-08,02:30:15,0,0
7284,2021-03-09,914,2021-03-08,09:03:08.434204,NULL,NULL,NULL,NULL
7284,2021-03-09,914,2021-03-08,09:03:08.434204,NULL,NULL,NULL,NULL
7285,2021-03-09,330,2021-03-09,08:55:16.195456,2021-03-09,08:55:16,0,0
7286,2021-03-09,315,2021-03-09,08:55:22.202701,2021-03-09,08:55:22,0,0
7287,2021-03-09,390,2021-03-08,02:30:08.701092,2021-03-09,08:56:21,6,0
7288,2021-03-09,485,2021-03-08,02:30:10.041343,2021-03-09,08:58:41,6,0
7289,2021-03-09,915,2021-03-08,09:04:38.699204,2021-03-08,09:04:38,0,0
7289,2021-03-09,915,2021-03-08,09:04:38.699204,2021-03-08,09:04:38,0,0
7290,2021-03-09,490,2021-03-08,02:30:10.079976,2021-03-09,08:59:10,6,0
7291,2021-03-09,480,2021-03-08,02:30:09.942228,2021-03-09,08:59:18,6,0
7292,2021-03-09,489,2021-03-08,02:30:10.060831,2021-03-09,09:00:15,7,0
7293,2021-03-09,482,2021-03-08,02:30:09.979747,2021-03-09,09:01:22,7,0
7294,2021-03-09,484,2021-03-08,02:30:10.019796,2021-03-09,09:01:28,7,0
7295,2021-03-09,481,2021-03-08,02:30:09.960730,2021-03-09,09:03:24,7,0
7296,2021-03-09,492,2021-03-08,02:30:10.099747,2021-03-09,09:04:20,7,0
7297,2021-03-09,539,2021-03-08,02:30:10.275134,2021-03-09,09:06:23,7,0
7298,2021-03-09,532,2021-03-08,02:30:10.177035,2021-03-09,09:06:27,7,0
7299,2021-03-09,911,2021-03-08,08:56:29.899316,NULL,NULL,NULL,NULL
7300,2021-03-09,533,2021-03-08,02:30:10.195868,2021-03-09,09:11:37,7,0
7301,2021-03-09,387,2021-03-08,02:30:08.639540,2021-03-09,09:12:11,7,0
7302,2021-03-09,924,2021-03-09,09:12:22.035746,NULL,NULL,NULL,NULL
7303,2021-03-09,402,2021-03-09,09:13:29.415148,2021-03-09,09:13:29,0,0
7304,2021-03-09,401,2021-03-09,09:13:36.487889,2021-03-09,09:13:36,0,0
7305,2021-03-09,405,2021-03-09,09:13:48.456224,2021-03-09,09:13:48,0,0
7306,2021-03-09,400,2021-03-09,09:13:57.818780,2021-03-09,09:13:57,0,0
7307,2021-03-09,534,2021-03-08,02:30:10.215532,2021-03-09,09:14:33,7,0
7308,2021-03-09,437,2021-03-09,09:16:49.066767,2021-03-09,09:16:49,0,0
7308,2021-03-09,437,2021-03-09,09:16:49.066767,2021-03-09,09:16:49,0,0
7309,2021-03-09,285,2021-03-09,09:17:01.088716,2021-03-09,09:17:01,0,0
7309,2021-03-09,285,2021-03-09,09:17:01.088716,2021-03-09,09:17:01,0,0
7309,2021-03-09,285,2021-03-09,09:17:01.088716,2021-03-09,09:17:01,0,0
7310,2021-03-09,916,2021-03-08,09:22:44.080915,NULL,NULL,NULL,NULL
7311,2021-03-09,917,2021-03-08,09:23:19.124145,NULL,NULL,NULL,NULL
7312,2021-03-09,531,2021-03-08,02:30:10.157909,2021-03-09,09:18:14,7,0
7313,2021-03-09,578,2021-03-08,02:30:08.877073,2021-03-09,09:19:29,7,0
7314,2021-03-09,396,2021-03-08,02:30:08.817545,2021-03-09,09:20:35,7,0
7315,2021-03-09,727,2021-03-09,02:38:38.003423,NULL,NULL,NULL,NULL
7316,2021-03-09,393,2021-03-08,02:30:08.759593,2021-03-09,09:26:59,7,0
7317,2021-03-09,536,2021-03-08,02:30:10.255846,2021-03-09,09:27:47,7,0
7318,2021-03-09,530,2021-03-08,02:30:10.138621,2021-03-09,09:32:01,7,0
7319,2021-03-09,551,2021-03-08,02:30:10.505378,2021-03-09,09:33:11,7,0
7320,2021-03-09,546,2021-03-08,02:30:10.410584,2021-03-09,09:36:28,7,0
7321,2021-03-09,749,2021-03-09,02:38:38.457520,NULL,NULL,NULL,NULL
7322,2021-03-09,790,2021-03-09,02:38:39.258178,2021-03-09,02:38:39,0,0
7323,2021-03-09,746,2021-03-09,02:38:38.397123,NULL,NULL,NULL,NULL
7324,2021-03-09,751,2021-03-09,02:38:38.499417,NULL,NULL,NULL,NULL
7325,2021-03-09,776,2021-03-09,02:38:38.934896,NULL,NULL,NULL,NULL
7326,2021-03-09,791,2021-03-09,02:38:39.278368,2021-03-09,09:41:47,7,0
7327,2021-03-09,541,2021-03-08,02:30:10.313363,2021-03-09,09:42:05,7,0
7328,2021-03-09,794,2021-03-09,02:38:39.339316,NULL,NULL,NULL,NULL
7329,2021-03-09,742,2021-03-09,02:38:38.314802,2021-03-09,02:38:38,0,0
7330,2021-03-09,503,2021-03-08,02:30:10.119499,2021-03-09,09:45:44,7,0
7331,2021-03-09,743,2021-03-09,02:38:38.335967,NULL,NULL,NULL,NULL
7332,2021-03-09,796,2021-03-09,02:38:39.381446,2021-03-09,09:00:55,7,0
7333,2021-03-09,752,2021-03-09,02:38:38.519141,NULL,NULL,NULL,NULL
7334,2021-03-09,548,2021-03-08,02:30:10.448681,2021-03-09,09:49:31,7,0
7335,2021-03-09,741,2021-03-09,02:38:38.294900,NULL,NULL,NULL,NULL
7336,2021-03-09,787,2021-03-09,02:38:39.197166,2021-03-09,09:50:22,7,0
7337,2021-03-09,773,2021-03-09,02:38:38.870803,2021-03-09,08:20:47,6,0
7338,2021-03-09,549,2021-03-08,02:30:10.467707,2021-03-09,09:50:58,7,0
7339,2021-03-09,550,2021-03-08,02:30:10.486801,2021-03-09,09:51:12,7,0
7340,2021-03-09,553,2021-03-08,02:30:10.543316,2021-03-09,09:51:22,7,0
7341,2021-03-09,813,2021-03-09,02:38:39.692370,2021-03-09,09:52:05,7,0
7342,2021-03-09,769,2021-03-09,02:38:38.789628,2021-03-09,09:53:02,7,0
7343,2021-03-09,792,2021-03-09,02:38:39.298474,2021-03-09,02:38:39,0,0
7344,2021-03-09,507,2021-03-09,09:54:08.556853,2021-03-09,09:54:08,0,0
7345,2021-03-09,753,2021-03-09,02:38:38.540706,NULL,NULL,NULL,NULL
7346,2021-03-09,798,2021-03-09,02:38:39.421788,2021-03-09,02:38:39,0,0
7347,2021-03-09,788,2021-03-09,02:38:39.217532,2021-03-09,02:38:39,0,0
7348,2021-03-09,799,2021-03-09,02:38:39.443198,2021-03-09,02:38:39,0,0
7349,2021-03-09,857,2021-03-09,02:38:40.353790,2021-03-09,09:55:29,7,0
7350,2021-03-09,542,2021-03-08,02:30:10.332910,2021-03-09,09:56:36,7,0
7351,2021-03-09,750,2021-03-09,02:38:38.477508,NULL,NULL,NULL,NULL
7352,2021-03-09,801,2021-03-09,02:38:39.484477,NULL,NULL,NULL,NULL
7353,2021-03-09,858,2021-03-09,02:38:40.374901,2021-03-09,09:58:47,7,0
7354,2021-03-09,747,2021-03-09,02:38:38.417287,NULL,NULL,NULL,NULL
7355,2021-03-09,774,2021-03-09,02:38:38.891122,2021-03-09,10:04:44,8,0
7356,2021-03-09,795,2021-03-09,02:38:39.359377,2021-03-09,10:04:37,8,0
7357,2021-03-09,556,2021-03-08,02:30:10.603385,2021-03-09,10:21:50,8,0
7358,2021-03-09,814,2021-03-08,02:30:18.224007,2021-03-09,10:23:20,8,0
7359,2021-03-09,554,2021-03-08,02:30:10.562866,2021-03-09,10:24:22,8,0
7360,2021-03-09,926,2021-03-09,10:16:22.600796,2021-03-09,10:16:49,0,0
7361,2021-03-09,925,2021-03-09,10:15:54.292566,2021-03-09,10:48:11,0,0
7362,2021-03-09,552,2021-03-08,02:30:10.524450,2021-03-09,11:53:08,9,0
7363,2021-03-09,388,2021-03-09,13:07:04.919466,2021-03-09,13:07:04,0,0
7364,2021-03-09,508,2021-03-08,17:44:22.681921,NULL,NULL,NULL,NULL
7365,2021-03-09,378,2021-03-08,16:07:53.942931,2021-03-08,16:07:53,0,0
7366,2021-03-09,383,2021-03-08,16:07:54.054633,2021-03-09,13:37:51,3,0
7367,2021-03-09,370,2021-03-08,16:07:53.780972,NULL,NULL,NULL,NULL
7368,2021-03-09,435,2021-03-08,02:30:07.767751,2021-03-09,13:40:42,11,0
7369,2021-03-09,360,2021-03-08,16:07:53.551644,2021-03-09,13:43:17,3,0
7370,2021-03-09,368,2021-03-08,16:07:53.734225,2021-03-09,13:43:32,3,0
7371,2021-03-09,371,2021-03-08,02:30:07.281259,2021-03-08,22:17:32,20,0
7372,2021-03-09,364,2021-03-08,16:07:53.645395,2021-03-09,13:42:09,3,0
7373,2021-03-09,380,2021-03-08,16:07:53.986714,2021-03-09,13:44:23,3,0
7374,2021-03-09,361,2021-03-08,16:07:53.574303,2021-03-09,13:45:41,3,0
7375,2021-03-09,365,2021-03-08,16:07:53.667065,2021-03-09,13:44:17,3,0
7376,2021-03-09,369,2021-03-08,16:07:53.758003,NULL,NULL,NULL,NULL
7377,2021-03-09,340,2021-03-09,13:46:53.127372,2021-03-09,13:46:53,0,0
7378,2021-03-09,579,2021-03-08,02:30:07.905515,2021-03-09,13:47:05,11,0
7379,2021-03-09,374,2021-03-08,16:07:53.854094,2021-03-09,13:45:03,3,0
7380,2021-03-09,355,2021-03-08,16:07:53.457708,2021-03-09,13:47:17,3,0
7381,2021-03-09,372,2021-03-08,16:07:53.809414,2021-03-09,13:47:45,3,0
7382,2021-03-09,375,2021-03-08,16:07:53.875438,2021-03-09,12:57:37,4,0
7383,2021-03-09,363,2021-03-08,16:07:53.621344,NULL,NULL,NULL,NULL
7384,2021-03-09,377,2021-03-08,16:07:53.919391,2021-03-09,13:48:21,3,0
7385,2021-03-09,465,2021-03-08,17:44:21.655776,NULL,NULL,NULL,NULL
7386,2021-03-09,382,2021-03-08,16:07:54.031524,NULL,NULL,NULL,NULL
7387,2021-03-09,479,2021-03-09,13:52:55.940457,2021-03-09,13:52:55,0,0
7388,2021-03-09,376,2021-03-08,16:07:53.896878,NULL,NULL,NULL,NULL
7389,2021-03-09,529,2021-03-08,17:44:23.112600,NULL,NULL,NULL,NULL
7390,2021-03-09,506,2021-03-08,17:44:22.620510,NULL,NULL,NULL,NULL
7391,2021-03-09,366,2021-03-08,16:07:53.689218,NULL,NULL,NULL,NULL
7392,2021-03-09,362,2021-03-08,16:07:53.598856,2021-03-09,13:58:04,3,0
7393,2021-03-09,497,2021-03-08,17:44:22.381946,NULL,NULL,NULL,NULL
7394,2021-03-09,525,2021-03-08,17:44:23.048657,NULL,NULL,NULL,NULL
7395,2021-03-09,384,2021-03-08,16:07:54.076858,2021-03-09,13:59:03,3,0
7396,2021-03-09,379,2021-03-08,16:07:53.964567,2021-03-09,13:59:39,3,0
7397,2021-03-09,725,2021-03-08,02:30:13.016352,2021-03-09,14:01:01,12,0
7398,2021-03-09,573,2021-03-09,14:01:31.977709,2021-03-09,14:01:31,0,0
7399,2021-03-09,594,2021-03-08,02:30:12.605783,2021-03-08,02:30:12,0,0
7400,2021-03-09,538,2021-03-08,17:44:23.196380,2021-03-09,14:03:37,3,0
7401,2021-03-09,919,2021-03-08,13:57:21.791797,NULL,NULL,NULL,NULL
7402,2021-03-09,920,2021-03-08,13:57:57.462983,NULL,NULL,NULL,NULL
7403,2021-03-09,315,2021-03-09,14:42:26.407204,2021-03-09,14:42:26,0,0
7404,2021-03-09,886,2021-03-08,02:30:20.166867,2021-03-09,14:42:34,12,0
7405,2021-03-09,460,2021-03-09,17:51:50.265083,2021-03-09,17:51:50,0,0
7406,2021-03-09,475,2021-03-08,17:44:21.936260,2021-03-09,17:52:03,0,0
7407,2021-03-09,468,2021-03-09,17:53:33.781167,2021-03-09,17:53:33,0,0
7408,2021-03-09,515,2021-03-08,17:44:22.856478,NULL,NULL,NULL,NULL
7409,2021-03-09,520,2021-03-08,17:44:22.980346,NULL,NULL,NULL,NULL
7410,2021-03-09,493,2021-03-09,17:56:08.563753,2021-03-09,17:56:08,0,0
7411,2021-03-09,461,2021-03-09,17:56:35.143699,2021-03-09,17:56:35,0,0
7412,2021-03-09,474,2021-03-08,17:44:21.904411,NULL,NULL,NULL,NULL
7413,2021-03-09,473,2021-03-08,17:44:21.883108,NULL,NULL,NULL,NULL
7414,2021-03-09,488,2021-03-08,02:30:12.063433,2021-03-09,18:59:37,16,0
7415,2021-03-09,811,2021-03-09,02:38:39.663909,2021-03-09,19:55:31,17,0
7416,2021-03-09,764,2021-03-09,02:38:38.703162,NULL,NULL,NULL,NULL
7417,2021-03-09,763,2021-03-09,02:38:38.683380,NULL,NULL,NULL,NULL
7418,2021-03-09,838,2021-03-09,02:38:40.081542,NULL,NULL,NULL,NULL
7419,2021-03-09,402,2021-03-09,19:58:58.798827,2021-03-09,19:58:58,0,0
7420,2021-03-09,839,2021-03-09,02:38:40.102277,2021-03-09,19:58:31,17,0
7421,2021-03-09,887,2021-03-09,19:59:22.026896,2021-03-09,19:59:22,0,0
7422,2021-03-09,837,2021-03-09,02:38:40.060005,2021-03-09,19:59:36,17,0
7423,2021-03-09,755,2021-03-09,02:38:38.580679,NULL,NULL,NULL,NULL
7424,2021-03-09,852,2021-03-09,20:00:11.298551,2021-03-09,20:00:11,0,0
7425,2021-03-09,832,2021-03-09,02:38:39.961008,2021-03-09,19:59:57,17,0
7426,2021-03-09,828,2021-03-09,02:38:39.888982,2021-03-09,20:00:38,18,0
7427,2021-03-09,830,2021-03-09,02:38:39.933166,NULL,NULL,NULL,NULL
7428,2021-03-09,873,2021-03-09,20:01:17.701809,2021-03-09,20:01:17,0,0
7429,2021-03-09,845,2021-03-09,02:38:40.218894,NULL,NULL,NULL,NULL
7430,2021-03-09,782,2021-03-09,20:02:12.177475,2021-03-09,20:02:12,0,0
7431,2021-03-09,766,2021-03-08,02:30:18.837396,2021-03-09,20:02:30,18,0
7432,2021-03-09,844,2021-03-09,02:38:40.197945,2021-03-09,19:57:42,17,0
7433,2021-03-09,843,2021-03-09,02:38:40.176456,2021-03-09,20:08:01,18,0
7434,2021-03-09,840,2021-03-08,02:30:19.189650,2021-03-09,20:09:41,18,0
7435,2021-03-09,834,2021-03-09,20:09:46.135410,2021-03-09,20:09:46,0,0
7436,2021-03-09,819,2021-03-09,20:21:14.598888,2021-03-09,20:21:14,0,0
7437,2021-03-09,687,2021-03-08,02:30:14.097843,2021-03-09,20:20:11,18,0
7438,2021-03-09,683,2021-03-09,20:31:56.670118,2021-03-09,20:31:56,0,0
7439,2021-03-09,684,2021-03-09,20:32:55.546001,2021-03-09,20:32:55,0,0
7440,2021-03-09,889,2021-03-08,02:30:13.452200,2021-03-08,02:30:13,0,0
7441,2021-03-09,690,2021-03-08,02:30:14.153376,NULL,NULL,NULL,NULL
7442,2021-03-09,689,2021-03-08,02:30:14.134911,NULL,NULL,NULL,NULL
7443,2021-03-09,335,2021-03-08,16:07:52.974661,NULL,NULL,NULL,NULL
7444,2021-03-09,333,2021-03-08,16:07:52.912067,2021-03-08,21:00:59,5,0
7445,2021-03-09,812,2021-03-09,21:11:14.344967,2021-03-09,21:11:14,0,0
7446,2021-03-09,818,2021-03-09,21:11:33.514644,2021-03-09,21:11:33,0,0
7447,2021-03-09,170,2021-03-08,02:30:13.194469,2021-03-08,02:30:13,0,0
7448,2021-03-09,602,2021-03-08,02:30:13.315225,2021-03-09,21:18:56,19,0
7449,2021-03-09,345,2021-03-08,16:07:53.219279,2021-03-08,21:16:06,5,0
7450,2021-03-09,395,2021-03-09,21:31:39.104882,2021-03-09,21:31:39,0,0
7451,2021-03-09,339,2021-03-08,16:07:53.074475,2021-03-08,21:15:50,5,0
7452,2021-03-09,338,2021-03-08,16:07:53.048752,2021-03-09,21:32:52,5,0
7453,2021-03-09,519,2021-03-08,17:44:22.950969,NULL,NULL,NULL,NULL
7454,2021-03-09,581,2021-03-08,02:30:13.213877,NULL,NULL,NULL,NULL
7455,2021-03-09,341,2021-03-08,16:07:53.122243,2021-03-09,21:39:13,5,0
7456,2021-03-09,347,2021-03-08,16:07:53.270504,2021-03-09,21:41:17,5,0
7457,2021-03-09,346,2021-03-08,16:07:53.244929,2021-03-09,21:41:20,5,0
7458,2021-03-09,344,2021-03-08,16:07:53.195750,2021-03-09,06:39:20,10,0
7459,2021-03-09,334,2021-03-08,16:07:52.952323,NULL,NULL,NULL,NULL
7460,2021-03-09,582,2021-03-08,02:30:13.232762,2021-03-08,02:30:13,0,0
7461,2021-03-09,587,2021-03-08,02:30:13.274979,2021-03-08,02:30:13,0,0
7462,2021-03-09,343,2021-03-08,16:07:53.169828,2021-03-09,21:45:27,5,0
7463,2021-03-09,358,2021-03-09,21:46:18.335414,2021-03-09,21:46:18,0,0
7464,2021-03-09,350,2021-03-08,16:07:53.342099,2021-03-09,20:34:14,4,0
7465,2021-03-09,593,2021-03-08,02:30:13.294900,2021-03-08,16:45:03,14,0
7466,2021-03-09,566,2021-03-08,16:07:54.875935,2021-03-09,21:48:33,5,0
7467,2021-03-09,348,2021-03-08,16:07:53.295498,NULL,NULL,NULL,NULL
7468,2021-03-09,356,2021-03-08,16:07:53.480129,2021-03-09,21:49:08,5,0
7469,2021-03-09,494,2021-03-08,02:30:11.416205,2021-03-09,21:51:27,19,0
7470,2021-03-09,585,2021-03-08,16:07:55.070820,2021-03-08,16:07:55,0,0
7471,2021-03-09,349,2021-03-08,16:07:53.319872,2021-03-09,21:54:15,5,0
7472,2021-03-09,386,2021-03-09,21:54:54.404843,2021-03-09,21:54:54,0,0
7473,2021-03-09,385,2021-03-09,21:55:04.490544,2021-03-09,21:55:04,0,0
7474,2021-03-09,500,2021-03-08,17:44:22.466550,NULL,NULL,NULL,NULL
7475,2021-03-09,518,2021-03-08,17:44:22.929276,NULL,NULL,NULL,NULL
7476,2021-03-09,512,2021-03-08,17:44:22.789330,NULL,NULL,NULL,NULL
7477,2021-03-09,505,2021-03-08,17:44:22.597054,NULL,NULL,NULL,NULL
7478,2021-03-09,502,2021-03-09,21:57:01.515555,2021-03-09,21:57:01,0,0
7479,2021-03-09,391,2021-03-09,21:58:29.455997,2021-03-09,21:58:29,0,0
7480,2021-03-09,353,2021-03-08,16:07:53.412699,2021-03-08,21:46:49,5,0
7481,2021-03-09,330,2021-03-09,22:00:37.913703,2021-03-09,22:00:37,0,0
7482,2021-03-09,352,2021-03-08,16:07:53.389363,2021-03-09,22:01:03,6,0
7483,2021-03-09,517,2021-03-08,02:30:11.580445,2021-03-09,22:02:04,20,0
7484,2021-03-09,169,2021-03-09,22:11:20.398656,2021-03-09,22:11:20,0,0
7485,2021-03-09,608,2021-03-09,22:50:09.883544,2021-03-09,22:50:09,0,0
7486,2021-03-09,507,2021-03-09,23:01:18.267064,2021-03-09,23:01:18,0,0
7487,2021-03-10,497,2021-03-10,05:38:00.500740,2021-03-10,05:38:00,0,0
7488,2021-03-10,433,2021-03-09,02:30:09.106621,NULL,NULL,NULL,NULL
7489,2021-03-10,416,2021-03-09,02:30:08.734420,NULL,NULL,NULL,NULL
7490,2021-03-10,415,2021-03-09,02:30:08.713659,2021-03-10,05:42:03,3,0
7491,2021-03-10,567,2021-03-09,02:30:09.231645,NULL,NULL,NULL,NULL
7492,2021-03-10,429,2021-03-09,02:30:08.992559,NULL,NULL,NULL,NULL
7493,2021-03-10,584,2021-03-09,02:30:09.327244,2021-03-09,02:30:09,0,0
7494,2021-03-10,381,2021-03-10,05:50:06.368357,2021-03-10,05:50:06,0,0
7495,2021-03-10,425,2021-03-09,02:30:08.928768,2021-03-09,05:52:28,3,0
7496,2021-03-10,426,2021-03-09,02:30:08.949348,NULL,NULL,NULL,NULL
7497,2021-03-10,420,2021-03-09,02:30:08.825025,NULL,NULL,NULL,NULL
7498,2021-03-10,423,2021-03-09,02:30:08.893436,2021-03-09,14:16:31,12,0
7499,2021-03-10,478,2021-03-10,05:52:48.914781,2021-03-10,05:52:48,0,0
7500,2021-03-10,417,2021-03-09,02:30:08.754664,NULL,NULL,NULL,NULL
7501,2021-03-10,418,2021-03-09,02:30:08.778380,NULL,NULL,NULL,NULL
7502,2021-03-10,422,2021-03-09,02:30:08.872914,2021-03-10,05:53:41,3,0
7503,2021-03-10,586,2021-03-09,02:30:09.345367,2021-03-09,02:30:09,0,0
7504,2021-03-10,577,2021-03-09,02:30:09.273240,2021-03-09,02:30:09,0,0
7505,2021-03-10,477,2021-03-10,05:54:26.222467,2021-03-10,05:54:26,0,0
7506,2021-03-10,421,2021-03-09,02:30:08.852055,2021-03-10,05:53:50,3,0
7507,2021-03-10,564,2021-03-09,02:30:09.187138,2021-03-09,02:30:09,0,0
7508,2021-03-10,419,2021-03-09,02:30:08.801102,NULL,NULL,NULL,NULL
7509,2021-03-10,428,2021-03-09,02:30:08.970790,2021-03-09,14:19:54,12,0
7510,2021-03-10,431,2021-03-09,02:30:09.064889,2021-03-09,14:14:45,12,0
7511,2021-03-10,432,2021-03-09,02:30:09.085789,NULL,NULL,NULL,NULL
7512,2021-03-10,430,2021-03-09,02:30:09.010532,2021-03-09,14:07:03,12,0
7513,2021-03-10,563,2021-03-09,02:30:09.169374,2021-03-10,05:56:44,3,0
7514,2021-03-10,511,2021-03-09,02:30:13.966610,NULL,NULL,NULL,NULL
7515,2021-03-10,504,2021-03-10,05:57:33.855776,2021-03-10,05:57:33,0,0
7516,2021-03-10,528,2021-03-09,02:30:13.134952,NULL,NULL,NULL,NULL
7517,2021-03-10,579,2021-03-09,02:30:09.309580,2021-03-09,02:30:09,0,0
7518,2021-03-10,509,2021-03-10,05:58:46.823361,2021-03-10,05:58:46,0,0
7519,2021-03-10,526,2021-03-09,02:30:13.116489,NULL,NULL,NULL,NULL
7520,2021-03-10,463,2021-03-09,02:30:12.927831,NULL,NULL,NULL,NULL
7521,2021-03-10,520,2021-03-10,05:59:59.734366,2021-03-10,05:59:59,0,0
7522,2021-03-10,471,2021-03-09,02:30:13.868856,NULL,NULL,NULL,NULL
7523,2021-03-10,498,2021-03-10,06:00:10.738726,2021-03-10,06:00:10,0,0
7524,2021-03-10,524,2021-03-09,02:30:13.093801,NULL,NULL,NULL,NULL
7525,2021-03-10,496,2021-03-09,02:30:13.903541,2021-03-09,18:17:11,16,0
7526,2021-03-10,472,2021-03-10,06:00:23.205531,2021-03-10,06:00:23,0,0
7527,2021-03-10,469,2021-03-09,02:30:12.961672,2021-03-10,06:00:30,4,0
7528,2021-03-10,462,2021-03-09,02:30:12.909283,NULL,NULL,NULL,NULL
7529,2021-03-10,521,2021-03-09,02:30:13.057845,NULL,NULL,NULL,NULL
7530,2021-03-10,513,2021-03-09,02:30:13.987421,NULL,NULL,NULL,NULL
7531,2021-03-10,580,2021-03-10,06:06:38.577052,2021-03-10,06:06:38,0,0
7532,2021-03-10,330,2021-03-10,06:07:16.795097,2021-03-10,06:07:16,0,0
7533,2021-03-10,537,2021-03-09,02:30:13.156425,NULL,NULL,NULL,NULL
7534,2021-03-10,315,2021-03-10,06:35:14.289873,2021-03-10,06:35:14,0,0
7535,2021-03-10,359,2021-03-10,06:52:16.739976,2021-03-10,06:52:16,0,0
7536,2021-03-10,499,2021-03-10,07:11:18.607575,2021-03-10,07:11:18,0,0
7537,2021-03-10,470,2021-03-09,02:30:13.849979,NULL,NULL,NULL,NULL
7538,2021-03-10,737,2021-03-09,02:42:17.353342,NULL,NULL,NULL,NULL
7539,2021-03-10,856,2021-03-09,02:42:19.522569,2021-03-09,02:42:19,0,0
7540,2021-03-10,767,2021-03-09,02:42:18.021980,2021-03-09,02:42:18,0,0
7541,2021-03-10,808,2021-03-09,02:42:18.898548,2021-03-10,07:26:47,5,0
7542,2021-03-10,739,2021-03-09,02:42:17.393895,NULL,NULL,NULL,NULL
7543,2021-03-10,789,2021-03-09,02:42:18.542002,NULL,NULL,NULL,NULL
7544,2021-03-10,744,2021-03-09,02:42:17.518357,NULL,NULL,NULL,NULL
7545,2021-03-10,731,2021-03-09,02:42:17.234028,2021-03-09,02:42:17,0,0
7546,2021-03-10,728,2021-03-09,02:42:17.172819,NULL,NULL,NULL,NULL
7547,2021-03-10,780,2021-03-09,02:42:18.349525,2021-03-09,02:42:18,0,0
7548,2021-03-10,772,2021-03-09,02:42:18.180857,2021-03-09,19:57:52,17,0
7549,2021-03-10,729,2021-03-09,02:42:17.193707,NULL,NULL,NULL,NULL
7550,2021-03-10,800,2021-03-09,02:42:18.770101,2021-03-09,02:42:18,0,0
7551,2021-03-10,765,2021-03-09,02:42:17.989685,NULL,NULL,NULL,NULL
7552,2021-03-10,733,2021-03-09,02:42:17.275046,NULL,NULL,NULL,NULL
7553,2021-03-10,759,2021-03-09,02:30:20.463883,2021-03-10,07:54:52,5,0
7554,2021-03-10,810,2021-03-09,02:42:18.936564,2021-03-09,02:42:18,0,0
7555,2021-03-10,756,2021-03-09,02:42:17.835647,NULL,NULL,NULL,NULL
7556,2021-03-10,806,2021-03-10,07:55:16.676876,2021-03-10,07:55:16,0,0
7557,2021-03-10,820,2021-03-09,02:42:19.035960,2021-03-09,08:07:52,6,0
7558,2021-03-10,802,2021-03-09,02:42:18.809795,2021-03-09,13:56:09,11,0
7559,2021-03-10,872,2021-03-09,02:30:20.886462,2021-03-09,02:30:20,0,0
7560,2021-03-10,761,2021-03-09,02:42:17.909313,NULL,NULL,NULL,NULL
7561,2021-03-10,797,2021-03-09,02:42:18.704246,2021-03-09,02:42:18,0,0
7562,2021-03-10,758,2021-03-10,07:58:20.293888,2021-03-10,07:58:20,0,0
7563,2021-03-10,846,2021-03-10,07:58:27.762624,2021-03-10,07:58:27,0,0
7564,2021-03-10,775,2021-03-09,02:42:18.245042,NULL,NULL,NULL,NULL
7565,2021-03-10,821,2021-03-09,02:42:19.055233,2021-03-09,07:58:17,5,0
7566,2021-03-10,811,2021-03-09,02:30:20.543562,2021-03-10,07:59:07,5,0
7567,2021-03-10,853,2021-03-09,02:42:19.501302,NULL,NULL,NULL,NULL
7568,2021-03-10,844,2021-03-10,08:00:29.331292,2021-03-10,08:00:29,0,0
7569,2021-03-10,757,2021-03-10,08:00:35.509724,2021-03-10,08:00:35,0,0
7570,2021-03-10,745,2021-03-09,02:42:17.546759,NULL,NULL,NULL,NULL
7571,2021-03-10,824,2021-03-10,08:00:43.671840,2021-03-10,08:00:43,0,0
7572,2021-03-10,822,2021-03-09,02:42:19.075051,2021-03-10,08:01:15,6,0
7573,2021-03-10,859,2021-03-09,02:42:19.617526,NULL,NULL,NULL,NULL
7574,2021-03-10,734,2021-03-09,02:42:17.294515,NULL,NULL,NULL,NULL
7575,2021-03-10,730,2021-03-09,02:42:17.214015,NULL,NULL,NULL,NULL
7576,2021-03-10,486,2021-03-10,08:02:29.739914,2021-03-10,08:02:29,0,0
7577,2021-03-10,783,2021-03-09,02:42:18.413317,2021-03-09,02:42:18,0,0
7578,2021-03-10,738,2021-03-09,02:42:17.373404,NULL,NULL,NULL,NULL
7579,2021-03-10,487,2021-03-10,08:02:45.658489,2021-03-10,08:02:45,0,0
7580,2021-03-10,785,2021-03-09,02:42:18.453155,2021-03-09,20:02:11,18,0
7581,2021-03-10,786,2021-03-09,02:42:18.477189,NULL,NULL,NULL,NULL
7582,2021-03-10,784,2021-03-09,02:42:18.433035,2021-03-10,08:03:33,6,0
